代码,名称,流通市值Z,涨幅%,封单额,现价,总金额,现量,10日涨幅%,20日涨幅%,涨跌,细分行业,买价,卖价,总量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘,外盘
300688,创业黑马,         33.38亿,9.89,--  ,28.44,1682.23,5915,42.84,8.8,2.56,教育培训,28.4,28.44,5915,0,0.42,28.44,28.44,28.44,25.88,--  ,9.46,北京,0,28.44,2958,2957
002325,洪涛股份,         25.90亿,9.83,56269.22,1.9,1323.1,69637,18.76,12.43,0.17,装修装饰,1.9,--  ,69637,0,0.48,1.9,1.9,1.9,1.73,--  ,11.68,深圳,0,1.9,34819,34818
003043,华亚智能,         12.61亿,9.82,--  ,43.5,802.58,1845,39.15,0.53,3.89,半导体设备,43.28,43.5,1845,0,0.64,43.5,43.5,43.5,39.61,36.47,30.11,江苏,0,43.5,923,922
000935,四川双马,         44.85亿,9.45,--  ,18.99,1086.42,5721,12.97,11.31,1.64,水泥制造,18.5,18.99,5721,0,0.07,18.99,18.99,18.99,17.35,16.27,34.59,四川,0,18.99,2861,2860
688339,亿华通-U,         51.24亿,9.11,--  ,45.02,1871.4,4157,36.42,12.89,3.76,燃料电池,45.01,45.02,4157,0,0.37,45.02,45.02,45.02,41.26,--  ,25.07,北京,0,45.02,2079,2078
300191,潜能恒信,         24.48亿,8.91,--  ,14.3,602.89,4216,47.42,5.14,1.17,油田服务,14.13,14.3,4216,0,0.19,14.3,14.3,14.3,13.13,--  ,21.91,北京,0,14.3,2108,2108
603213,镇洋发展,          8.23亿,8.88,--  ,10.05,460.69,4584,31.37,-9.21,0.82,氯碱,10.03,10.05,4584,0,0.29,10.05,10.05,10.05,9.23,21.2,23.26,浙江,0,10.05,2292,2292
002338,奥普光电,         42.83亿,8.17,--  ,30.98,4725.38,15253,38.67,14.66,2.34,军工电子,30.94,30.98,15253,0,0.64,30.98,30.98,30.98,28.64,70.78,32.76,吉林,0,30.98,7627,7626
688419,耐科装备,          6.34亿,7.96,--  ,29.28,767.35,2621,51.09,5.24,2.16,半导体设备,29.1,29.28,2621,0,1.21,29.28,29.28,29.28,27.12,56.33,24.75,安徽,0,29.28,1311,1310
000561,烽火电子,         25.99亿,7.81,--  ,8.01,835.6,10432,32.4,7.37,0.58,军工电子,8,8.01,10432,0,0.17,8.01,8.01,8.01,7.43,--  ,21.09,陕西,0,8.01,5216,5216
000572,海马汽车,         48.40亿,7.66,--  ,4.5,3418.92,75976,43.31,6.13,0.32,综合乘用车,4.48,4.5,75976,0,0.46,4.5,4.5,4.5,4.18,--  ,20.97,海南,0,4.5,37988,37988
301125,腾亚精工,          6.12亿,7.62,--  ,15.25,1099.22,7208,53.73,-7.29,1.08,机械基础件,15.25,15.3,7208,0,1.71,15.25,15.25,15.25,14.17,43.99,20.02,江苏,0,15.25,3604,3604
300735,光弘科技,         79.71亿,7.37,--  ,22.3,7910.48,35473,38.08,20.86,1.53,消费电子组件,22.23,22.3,35473,0,0.47,22.3,22.3,22.3,20.77,54.04,10.15,广东,0,22.3,17737,17736
001288,运机集团,          9.04亿,7.32,--  ,17.16,286.92,1672,21.61,11.87,1.17,其他专用设备,17.15,17.16,1672,0,0.27,17.16,17.16,17.16,15.99,29.48,17.55,四川,0,17.16,836,836
688573,信宇人,          4.55亿,7.2,--  ,21.9,197.24,901,40.83,-8.13,1.47,锂电设备,21.63,21.9,901,0,0.43,21.9,21.9,21.9,20.43,--  ,6.55,深圳,0,21.9,451,450
603095,越剑智能,          8.06亿,7.17,--  ,15.4,627.86,4077,34.14,6.87,1.03,纺织服装设备,15.39,15.4,4077,0,0.22,15.4,15.4,15.4,14.37,31.55,23.56,浙江,0,15.4,2039,2038
000554,泰山石油,         21.40亿,7.08,--  ,5.9,2757.13,46731,25.53,-6.2,0.39,石油贸易,5.89,5.9,46731,0,1.29,5.9,5.9,5.9,5.51,90.95,38.06,山东,0,5.9,23366,23365
603255,鼎际得,         15.54亿,6.75,--  ,40.5,335.75,829,19.82,12.5,2.56,塑料助剂,40.36,40.5,829,0,0.14,40.5,40.5,40.5,37.94,84.61,18.17,辽宁,0,40.5,415,414
603929,亚翔集成,         14.90亿,6.58,--  ,20.4,1200.74,5886,27.98,-4.04,1.26,其他专业工程,20.39,20.4,5886,0,0.28,20.4,20.4,20.4,19.14,14.28,22.48,江苏,0,20.4,2943,2943
300260,新莱应材,         50.77亿,6.19,--  ,29.7,2632.61,8864,44.24,27.03,1.73,其他包装,29.6,29.7,8864,0,0.32,29.7,29.7,29.7,27.97,53.96,15.37,江苏,0,29.7,4432,4432
301489,思泉新材,          8.48亿,6.16,--  ,62,945.5,1525,58.12,7.51,3.6,消费电子组件,61.9,62,1525,0,1.12,62,62,62,58.4,71.32,10.53,广东,0,62,763,762
000801,四川九洲,         51.97亿,6.15,--  ,10.01,4780.28,47755,27.19,11.97,0.58,其他黑色家电,10,10.01,47755,0,0.47,10.01,10.01,10.01,9.43,54.4,42.85,四川,0,10.01,23878,23877
002175,东方智造,         26.26亿,6,--  ,2.65,1198.87,45240,47.22,6,0.15,仪器仪表,2.65,2.66,45240,0,0.35,2.65,2.65,2.65,2.5,50.05,16.22,广西,0,2.65,22620,22620
002943,宇晶股份,         20.48亿,5.99,--  ,25.29,770.1,3045,43.94,7.2,1.43,机床制造,25.29,25.3,3045,0,0.33,25.29,25.29,25.29,23.86,32.05,8.16,湖南,0,25.29,1523,1522
300559,佳发教育,         25.84亿,5.87,--  ,13.35,281.42,2108,27.88,-0.75,0.74,行业应用软件,13.33,13.35,2108,0,0.07,13.35,13.35,13.35,12.61,34.53,3.89,四川,0,13.35,1054,1054
002549,凯美特气,         27.49亿,5.67,--  ,8.02,780.19,9728,26.3,-3.25,0.43,大气治理,8.01,8.02,9728,0,0.14,8.02,8.02,8.02,7.59,--  ,13.87,湖南,0,8.02,4864,4864
603895,天永智能,          9.43亿,5.59,--  ,28.13,2398.65,8527,97.13,4.65,1.49,其他专用设备,28.12,28.13,8527,0,0.79,28.13,28.13,28.13,26.64,277.53,35.12,上海,0,28.13,4264,4263
830832,齐鲁华信,          6.59亿,5.44,--  ,5.43,105.03,1934,16.53,5.64,0.28,非金属材料,5.4,5.43,1934,0,0.15,5.43,5.43,5.43,5.15,65.56,27.23,山东,0,5.43,967,967
603508,思维列控,         25.50亿,5.41,--  ,15.6,619.37,3970,22.35,10.01,0.8,安防设备,15.6,15.62,3970,0,0.1,15.6,15.6,15.6,14.8,18.24,12.3,河南,0,15.6,1985,1985
600996,贵广网络,         47.07亿,5.29,--  ,8.36,254.39,3043,17.58,5.95,0.42,广播电视,8.36,8.38,3043,0,0.03,8.36,8.36,8.36,7.94,--  ,3.68,贵州,0,8.36,1522,1521
003029,吉大正元,         16.84亿,5.29,--  ,17.92,681.86,3805,37.32,-2.82,0.9,基础软件,17.87,17.92,3805,0,0.22,17.92,17.92,17.92,17.02,--  ,11.9,吉林,0,17.92,1903,1902
601226,华电重工,         33.56亿,5.11,--  ,7.81,1760.3,22539,30.6,6.11,0.38,其他专业工程,7.8,7.81,22539,0,0.19,7.81,7.81,7.81,7.43,82.5,14.62,北京,0,7.81,11270,11269
300228,富瑞特装,         46.50亿,5.05,--  ,8.74,839.74,9608,36.56,27.78,0.42,其他专用设备,8.73,8.74,9608,0,0.18,8.74,8.74,8.74,8.32,96.24,8.29,江苏,0,8.74,4804,4804
000637,ST实华,          9.70亿,5.05,4441.52,3.33,45.95,1380,25.18,10.64,0.16,其他石化,3.33,--  ,1380,0,0.04,3.33,3.33,3.33,3.17,--  ,4.35,广东,0,3.33,690,690
300731,科创新源,         13.89亿,5.04,--  ,17.71,796.87,4500,56.87,2.73,0.85,橡胶制品,17.71,17.73,4500,0,0.37,17.71,17.71,17.71,16.86,153.59,7.91,深圳,0,17.71,2250,2250
300471,厚普股份,         28.90亿,5,--  ,12.59,2427.73,19283,45.55,14.98,0.6,其他专用设备,12.58,12.59,19283,0,0.55,12.59,12.59,12.59,11.99,--  ,31.49,四川,0,12.59,9642,9641
002741,光华科技,         28.47亿,5,--  ,12.8,114.18,892,8.85,2.48,0.61,半导体材料,12.8,12.88,892,0,0.02,12.8,12.8,12.8,12.19,--  ,5.71,广东,0,12.8,446,446
600375,汉马科技,         28.83亿,4.97,--  ,6.12,1117.27,18256,94.29,6.62,0.29,商用载货车,6.11,6.12,18256,0,0.28,6.12,6.12,6.12,5.83,--  ,7.43,安徽,0,6.12,9128,9128
301499,维科精密,          8.48亿,4.96,--  ,24.54,220.12,897,33.44,-1.91,1.16,汽车电子电气系统,24.54,24.56,897,0,0.26,24.54,24.54,24.54,23.38,67.83,3.35,上海,0,24.54,449,448
688577,浙海德曼,         14.64亿,4.95,--  ,74.64,68.42,92,43.37,11.52,3.52,机床制造,74,74.64,92,0,0.02,74.64,74.64,74.64,71.12,126.97,1.66,浙江,0,74.64,46,46
600112,ST天成,         10.65亿,4.85,1377.9,2.38,38.34,1611,57.61,1.71,0.11,输变电设备,2.38,--  ,1611,0,0.03,2.38,2.38,2.38,2.27,--  ,6.33,贵州,0,2.38,806,805
300868,杰美特,          8.53亿,4.72,--  ,14.87,114.65,771,34.21,-19.84,0.67,消费电子组件,14.87,14.88,771,0,0.13,14.87,14.87,14.87,14.2,--  ,4.94,深圳,0,14.87,386,385
600405,动力源,         21.81亿,4.72,--  ,4.44,161.93,3647,24.03,-8.27,0.2,其他发电设备,4.43,4.44,3647,0,0.07,4.44,4.44,4.44,4.24,--  ,4.98,北京,0,4.44,1824,1823
871478,巨能股份,          4.55亿,4.71,--  ,19.8,171.22,865,29.16,23.83,0.89,机器人,19.77,19.8,865,0,0.38,19.8,19.8,19.8,18.91,98.06,3.14,宁夏,0,19.8,433,432
000903,云内动力,         31.12亿,4.7,--  ,2.45,1330.74,54316,33.15,-4.67,0.11,底盘与发动机系统,2.44,2.45,54316,0,0.28,2.45,2.45,2.45,2.34,--  ,15.95,云南,0,2.45,27158,27158
002136,安 纳 达,         14.20亿,4.68,--  ,9.85,97.02,985,30.12,-7.25,0.44,钛白粉,9.83,9.85,985,0,0.05,9.85,9.85,9.85,9.41,17.63,3.79,安徽,0,9.85,493,492
871553,凯腾精工,          2.95亿,4.67,--  ,5.15,63.66,1236,25.61,1.78,0.23,印刷包装机械,5.05,5.15,1236,0,0.13,5.15,5.15,5.15,4.92,28.7,8.77,北京,0,5.15,618,618
300430,诚益通,         24.07亿,4.65,--  ,15.07,492.79,3270,45.74,23.22,0.67,工业控制设备,15.07,15.08,3270,0,0.13,15.07,15.07,15.07,14.4,24.18,4.71,北京,0,15.07,1635,1635
001336,楚环科技,          4.82亿,4.64,--  ,20.75,72.21,348,19.05,-18.85,0.92,环保设备,20.68,20.75,348,0,0.12,20.75,20.75,20.75,19.83,47.47,3.02,浙江,0,20.75,174,174
831010,凯添燃气,          4.43亿,4.62,--  ,4.98,120.56,2421,22.36,-0.6,0.22,燃气,4.98,4.99,2421,0,0.15,4.98,4.98,4.98,4.76,19.63,10.2,宁夏,0,4.98,1211,1210
600353,旭光电子,         38.25亿,4.61,--  ,7.95,570.89,7181,18.83,2.58,0.35,其他电子,7.94,7.95,7181,0,0.09,7.95,7.95,7.95,7.6,66.88,12.11,四川,0,7.95,3591,3590
600691,阳煤化工,         32.85亿,4.51,--  ,2.78,367.38,13215,14.88,-5.44,0.12,煤化工,2.77,2.78,13215,0,0.06,2.78,2.78,2.78,2.66,--  ,12.32,山西,0,2.78,6608,6607
603119,浙江荣泰,         17.22亿,4.5,--  ,24.6,354.98,1443,13.21,5.58,1.06,其他汽车零部件,24.56,24.6,1443,0,0.21,24.6,24.6,24.6,23.54,43.9,10.83,浙江,0,24.6,722,721
603038,华立股份,         13.38亿,4.37,--  ,11.94,493.84,4136,42.14,-6.72,0.5,家具,11.93,11.94,4136,0,0.2,11.94,11.94,11.94,11.44,51.68,7.14,广东,0,11.94,2068,2068
000977,浪潮信息,        387.68亿,4.31,--  ,39,16489.46,42281,28.37,16.83,1.61,其他IT设备,39,39.01,42281,0,0.29,39,39,39,37.39,54.74,7.78,山东,0,39,21141,21140
002783,凯龙股份,         25.07亿,4.21,--  ,9.16,495.19,5406,25.31,0.99,0.37,民爆制品,9.15,9.16,5406,0,0.16,9.16,9.16,9.16,8.79,15.84,10.79,湖北,0,9.16,2703,2703
002639,雪人股份,         47.10亿,4.19,--  ,7.7,2220.83,28842,31.17,15.44,0.31,制冷空调设备,7.69,7.7,28842,0,0.44,7.7,7.7,7.7,7.39,251.07,20.22,福建,0,7.7,14421,14421
000550,江铃汽车,         45.18亿,4.17,--  ,27.5,1441.28,5241,18.18,24.38,1.1,商用载货车,27.48,27.5,5241,0,0.1,27.5,27.5,27.5,26.4,17.64,10.16,江西,0,27.5,2621,2620
002513,蓝丰生化,          9.62亿,4.06,--  ,4.61,25.22,547,25.61,-21.73,0.18,农药,4.58,4.61,547,0,0.02,4.61,4.61,4.61,4.43,--  ,1.05,江苏,0,4.61,274,273
688600,皖仪科技,         12.97亿,4.05,--  ,18,28.44,158,27.48,12.51,0.7,仪器仪表,17.56,18,158,0,0.01,18,18,18,17.3,100.55,1.78,安徽,0,18,79,79
002853,皮阿诺,          8.71亿,4.03,--  ,9.82,126.87,1292,30.94,-16.78,0.38,家具,9.81,9.82,1292,0,0.1,9.82,9.82,9.82,9.44,22.29,3.58,广东,0,9.82,646,646
301366,一博科技,         11.80亿,3.98,--  ,26.15,256.01,979,31.74,-3.97,1,PCB,26.15,26.18,979,0,0.18,26.15,26.15,26.15,25.15,39.47,4.47,深圳,0,26.15,490,489
688081,兴图新科,          5.11亿,3.97,--  ,10.75,1.88,18,27.98,-19.53,0.41,军工电子,10.75,10.76,18,0,0,10.75,10.75,10.75,10.34,--  ,0.11,湖北,0,10.75,9,9
430510,丰光精密,          9.66亿,3.96,--  ,26,289.94,1115,38.96,27.08,0.99,金属制品,25.68,26,1115,0,0.18,26,26,26,25.01,158.45,3.34,山东,0,26,558,557
838701,豪声电子,          3.00亿,3.87,--  ,15.3,270.79,1770,37.96,13.33,0.57,消费电子组件,15.28,15.3,1770,0,0.9,15.3,15.3,15.3,14.73,48.31,11.54,浙江,0,15.3,885,885
603949,雪龙集团,          7.50亿,3.85,--  ,14.3,43.76,306,29.65,-7.39,0.53,底盘与发动机系统,14.04,14.3,306,0,0.01,14.3,14.3,14.3,13.77,42.69,1.71,浙江,0,14.3,153,153
002087,*ST新纺,          7.84亿,3.79,--  ,1.37,103.91,7585,44.21,-6.8,0.05,棉纺制品,1.36,1.37,7585,0,0.09,1.37,1.37,1.37,1.32,--  ,6.57,河南,0,1.37,3793,3792
002921,联诚精密,         10.76亿,3.77,--  ,12.12,183.5,1514,31.6,-15.24,0.44,其他汽车零部件,12.12,12.19,1514,0,0.14,12.12,12.12,12.12,11.68,143.45,3.63,山东,0,12.12,757,757
603200,上海洗霸,         15.03亿,3.75,--  ,17.7,57.7,326,15.31,-11.72,0.64,水治理,17.7,17.8,326,0,0.02,17.7,17.7,17.7,17.06,62.41,1.85,上海,0,17.7,163,163
300112,万讯自控,         19.41亿,3.74,--  ,8.88,210.1,2366,17.93,-3.69,0.32,仪器仪表,8.88,8.89,2366,0,0.1,8.88,8.88,8.88,8.56,44.94,3.24,深圳,0,8.88,1183,1183
834415,恒拓开源,          4.43亿,3.7,--  ,5.88,126.9,2158,23.53,-0.17,0.21,行业应用软件,5.81,5.88,2158,0,0.16,5.88,5.88,5.88,5.67,55.8,9.76,河南,0,5.88,1079,1079
600636,国新文化,         30.83亿,3.7,--  ,12.34,2589.43,20984,42.82,22.54,0.44,教育培训,12.33,12.34,20984,0,0.48,12.34,12.34,12.34,11.9,70.11,10.21,上海,0,12.34,10492,10492
600800,渤海化学,         17.62亿,3.66,--  ,2.83,81.02,2863,23.05,-17.49,0.1,有机化工原料,2.83,2.84,2863,0,0.03,2.83,2.83,2.83,2.73,--  ,5.29,天津,0,2.83,1432,1431
300068,南都电源,         87.52亿,3.62,--  ,12.02,380.67,3167,7.99,-6.9,0.42,其他电池,12.02,12.03,3167,0,0.04,12.02,12.02,12.02,11.6,17.18,3.45,浙江,0,12.02,1584,1583
688228,开普云,         17.44亿,3.61,--  ,62.65,237.44,379,59.5,6.11,2.18,行业应用软件,62.31,62.65,379,0,0.06,62.65,62.65,62.65,60.47,--  ,3.37,广东,0,62.65,190,189
688551,科威尔,         18.00亿,3.6,--  ,57.48,478.83,833,15.95,-6.84,2,其他发电设备,57.28,57.48,833,0,0.16,57.48,57.48,57.48,55.48,47.92,16.47,安徽,0,57.48,417,416
002023,海特高新,         45.70亿,3.59,--  ,8.07,218.37,2706,8.62,-0.25,0.28,航空装备,8.07,8.08,2706,0,0.04,8.07,8.07,8.07,7.79,134.64,5.13,四川,0,8.07,1353,1353
300719,安达维尔,         15.20亿,3.55,--  ,10.5,318.26,3031,19.32,-13.3,0.36,航空装备,10.5,10.51,3031,0,0.17,10.5,10.5,10.5,10.14,105.12,8.24,北京,0,10.5,1516,1515
300766,每日互动,         45.76亿,3.55,--  ,14.3,2649.79,18530,52.77,11.72,0.49,行业应用软件,14.28,14.3,18530,0,0.51,14.3,14.3,14.3,13.81,8257.57,14.77,浙江,0,14.3,9265,9265
603052,可川科技,         10.19亿,3.54,--  ,34.82,420.97,1209,26.2,-2.47,1.19,消费电子组件,34.64,34.82,1209,0,0.41,34.82,34.82,34.82,33.63,33.3,11.03,江苏,0,34.82,605,604
002049,紫光国微,        465.77亿,3.51,--  ,74.1,16955.56,22882,34.75,25.68,2.51,集成电路设计,74.08,74.1,22882,0,0.27,74.1,74.1,74.1,71.59,23.25,14.75,河北,0,74.1,11441,11441
300821,东岳硅材,         26.69亿,3.5,--  ,7.98,148.83,1865,14.33,-9.01,0.27,有机硅,7.97,7.98,1865,0,0.02,7.98,7.98,7.98,7.71,--  ,3.56,山东,0,7.98,933,932
688371,菲沃泰,         13.50亿,3.48,--  ,12.8,39.68,310,23.79,-8.37,0.43,消费电子组件,12.78,12.8,310,0,0.02,12.8,12.8,12.8,12.37,--  ,2.04,江苏,0,12.8,155,155
002249,大洋电机,         80.32亿,3.46,--  ,5.08,426.82,8402,8.09,9.72,0.17,电机制造,5.07,5.08,8402,0,0.05,5.08,5.08,5.08,4.91,17.17,7.01,广东,0,5.08,4201,4201
605167,利柏特,         14.48亿,3.45,--  ,9,804.69,8941,24.66,-5.16,0.3,其他专业工程,8.97,9,8941,0,0.4,9,9,9,8.7,19.33,13.82,江苏,0,9,4471,4470
301052,果麦文化,         21.10亿,3.45,--  ,41.1,1179.57,2870,55.74,3.14,1.37,大众出版,41.04,41.1,2870,0,0.52,41.1,41.1,41.1,39.73,56.29,5.17,浙江,0,41.1,1435,1435
688268,华特气体,         21.21亿,3.34,--  ,52.05,186.58,358,9.58,1.07,1.68,半导体材料,52.05,52.06,358,0,0.03,52.05,52.05,52.05,50.37,38.68,4.88,广东,0,52.05,179,179
002911,佛燃能源,         15.23亿,3.33,--  ,12.73,228.38,1794,8.43,9.36,0.41,燃气,12.72,12.73,1794,0,0.02,12.73,12.73,12.73,12.32,21.49,9.96,广东,0,12.73,897,897
002403,爱仕达,         12.60亿,3.32,--  ,9.33,839.89,9002,69.32,12.95,0.3,厨房小家电,9.31,9.33,9002,0,0.29,9.33,9.33,9.33,9.03,--  ,6.79,浙江,0,9.33,4501,4501
301528,多浦乐,          8.18亿,3.32,--  ,54.75,36.13,66,17.54,-5.96,1.76,仪器仪表,54.6,54.75,66,0,0.04,54.75,54.75,54.75,52.99,57.69,1.07,广东,0,54.75,33,33
603819,神力股份,         12.72亿,3.29,--  ,12.54,7.65,61,18.3,-1.33,0.4,电机制造,12.2,12.54,61,0,0,12.54,12.54,12.54,12.14,1663.22,0.91,江苏,0,12.54,31,30
002830,名雕股份,          4.71亿,3.29,--  ,10.68,32.04,300,28.83,-23.38,0.34,装修装饰,10.68,10.7,300,0,0.04,10.68,10.68,10.68,10.34,71.44,1.68,深圳,0,10.68,150,150
300713,英可瑞,          7.67亿,3.23,--  ,13.1,4.59,35,36.61,-16.14,0.41,其他发电设备,13.1,13.15,35,0,0,13.1,13.1,13.1,12.69,--  ,0.12,深圳,0,13.1,18,17
002122,汇洲智能,         47.75亿,3.22,--  ,3.85,418.3,10865,19.57,6.35,0.12,机床制造,3.84,3.85,10865,0,0.05,3.85,3.85,3.85,3.73,46.09,2.61,浙江,0,3.85,5433,5432
300209,ST有棵树,         12.65亿,3.19,--  ,3.23,164.6,5096,124.3,29.2,0.1,跨境电商,3.23,3.24,5096,0,0.13,3.23,3.23,3.23,3.13,--  ,2.46,湖南,0,3.23,2548,2548
300757,罗博特科,         47.80亿,3.19,--  ,84.5,1760.14,2083,70.02,33.17,2.61,工业控制设备,84.5,84.6,2083,0,0.2,84.5,84.5,84.5,81.89,216.16,5.68,江苏,0,84.5,1042,1041
002569,ST步森,          5.89亿,3.17,--  ,5.85,61.02,1043,30.88,-15.35,0.18,非运动服装,5.83,5.85,1043,0,0.07,5.85,5.85,5.85,5.67,--  ,13.09,浙江,0,5.85,522,521
300742,*ST越博,          4.18亿,3.17,--  ,4.56,88.14,1933,19.38,-34.29,0.14,汽车电子电气系统,4.56,4.58,1933,0,0.17,4.56,4.56,4.56,4.42,--  ,3.2,江苏,0,4.56,967,966
002666,德联集团,         14.86亿,3.16,--  ,4.24,41,967,12.17,-7.23,0.13,其他化学制品,4.24,4.25,967,0,0.02,4.24,4.24,4.24,4.11,46.63,2.15,广东,0,4.24,484,483
