代码,名称,流通市值Z,涨幅%,封单额,现价,总金额,现量,10日涨幅%,20日涨幅%,涨跌,细分行业,买价,卖价,总量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘,外盘
002085,万丰奥威,        145.24亿,9.98,24030.37,13.11,188653.21,1064,78.85,103.57,1.19,轮胎轮毂,13.11,--  ,1484057,0,6.99,12.29,13.11,12.2,11.92,38.92,0.45,浙江,7.63,12.71,674982,809075
002148,北纬科技,         22.13亿,10.06,1980.25,5.25,16709.05,1781,14.38,40,0.48,电信增值服务,5.25,--  ,331441,0,7.34,4.8,5.25,4.78,4.77,158.38,1.88,北京,9.85,5.04,158568,172873
002189,中光学,         29.41亿,9.99,3520.82,19.48,36883.86,86,30.21,48.93,1.77,光学元件,19.48,--  ,192452,0,7.37,18.2,19.48,18.02,17.71,--  ,1.63,河南,8.24,19.17,114215,78237
002196,方正电机,         23.68亿,9.93,9101.62,5.98,16515.45,872,13.04,34.68,0.54,电机制造,5.98,--  ,289945,0,6.01,5.48,5.98,5.48,5.44,25.71,1.92,浙江,9.19,5.7,124828,165117
002211,宏达新材,         11.74亿,10.13,14415.86,4.35,1258.15,222,35.09,76.83,0.4,有机硅,4.35,--  ,28923,0,0.67,4.35,4.35,4.35,3.95,--  ,0.11,上海,0,4.35,25452,3471
002347,泰尔股份,         19.60亿,10.07,20469.7,5.9,4578.15,231,35.94,59.03,0.54,机械基础件,5.9,--  ,77596,0,1.57,5.9,5.9,5.9,5.36,--  ,0.14,安徽,0,5.9,60447,17149
002349,精华制药,         45.81亿,9.96,5205.69,8.61,37348.76,806,10.53,19.58,0.78,中药,8.61,--  ,437531,0,5.39,7.88,8.61,7.88,7.83,26.91,3.21,江苏,9.32,8.54,295379,142152
002520,日发精机,         32.72亿,9.96,8575.03,6.07,14660.83,227,16.73,48.41,0.55,航空装备,6.07,--  ,248338,0,3.85,5.6,6.07,5.57,5.52,--  ,0.76,浙江,9.06,5.9,127268,121070
002559,亚威股份,         54.12亿,9.98,8972.78,11.79,105527.92,1470,10.5,47.74,1.07,机床制造,11.79,--  ,922250,0,18.43,10.72,11.79,10.61,10.72,48.34,1.06,江苏,11.01,11.44,490391,431858
002607,中公教育,        142.79亿,10.1,10914.53,3.38,141908.51,25180,0.9,2.74,0.31,教育培训,3.38,--  ,4393588,0,9.03,3.07,3.38,3.06,3.07,64.59,1.9,安徽,10.42,3.23,1842162,2551426
002611,东方精工,         64.45亿,9.95,14990.3,8.4,192026.57,1450,16.34,95.35,0.76,印刷包装机械,8.4,--  ,2348444,0,23.62,7.8,8.4,7.8,7.64,28.25,1.06,广东,7.85,8.18,933036,1415408
002621,美吉姆,          9.71亿,10.23,877.92,2.37,26735.15,3336,6.76,52.9,0.22,教育培训,2.37,--  ,1167266,0,14.55,2.16,2.37,2.15,2.15,--  ,2.6,辽宁,10.23,2.29,524953,642313
002682,龙洲股份,         21.37亿,10.06,6472.84,5.36,20463.49,235,16.78,41.8,0.49,供应链服务,5.36,--  ,393403,0,7,4.94,5.36,4.94,4.87,--  ,0.92,福建,8.62,5.2,225394,168009
002712,思美传媒,         17.59亿,10.11,2731.79,5.23,20339.85,590,10.34,39.47,0.48,互联网广告,5.23,--  ,402296,0,7.44,4.76,5.23,4.74,4.75,--  ,1.65,浙江,10.32,5.06,194194,208102
002729,好利科技,         17.59亿,9.99,2430.56,16.18,29137.69,205,14.43,21.29,1.47,其他电子,16.18,--  ,184548,0,10.52,14.7,16.18,14.52,14.71,127.3,2.11,福建,11.28,15.79,138845,45703
002742,ST三圣,          9.93亿,4.95,54.54,3.18,2518.6,3343,6.71,11.19,0.15,水泥制品,3.18,--  ,81903,0,1.9,3.05,3.18,3.01,3.03,--  ,2.45,重庆,5.61,3.08,31241,50662
002816,*ST和科,          8.00亿,5.02,109.68,10.87,1264.48,10,14.78,23.1,0.52,其他专用设备,10.87,--  ,11704,0,1.17,10.55,10.87,10.44,10.35,--  ,2.13,深圳,4.15,10.8,7246,4458
002829,星网宇达,         28.82亿,10,5540.04,23.44,18980.08,248,23.43,44.25,2.13,航天装备,23.44,--  ,83521,0,5.82,21.39,23.44,21.36,21.31,32.17,0.85,北京,9.76,22.72,46149,37372
002861,瀛通通讯,          8.37亿,10.01,3555.44,11.1,9086.27,73,14.91,51.85,1.01,消费电子组件,11.1,--  ,86593,0,7.25,10.04,11.1,10.02,10.09,--  ,0.96,湖北,10.7,10.49,44778,41815
002938,鹏鼎控股,        146.28亿,10.02,6717.26,24.04,93571.92,4129,5.81,23.92,2.19,PCB,24.04,--  ,404524,0,1.75,21.81,24.04,21.81,21.85,22.68,2.23,深圳,10.21,23.13,150585,253939
002951,ST金时,          4.11亿,4.95,296.87,5.73,1129.81,48,9.56,8.73,0.27,纸包装,5.73,--  ,20050,0,0.5,5.47,5.73,5.47,5.46,--  ,1.25,四川,4.76,5.63,7552,12498
002967,广电计量,         35.03亿,9.98,4771.21,14.65,33486.82,1570,17.86,26.51,1.33,检测服务,14.65,--  ,241035,0,4.68,13.45,14.65,13.38,13.32,47.6,2.04,广东,9.53,13.89,136421,104614
002981,朝阳科技,          7.98亿,9.99,3127.77,33.26,7850.21,45,7.88,32.99,3.02,消费电子组件,33.26,--  ,24116,0,2.85,30.78,33.26,30.78,30.24,31.24,1.56,广东,8.2,32.55,13342,10774
003004,声迅股份,          8.35亿,10.02,3994.59,26.47,13162.31,33,24.16,58.41,2.41,安防设备,26.47,--  ,50479,0,7.26,25.87,26.47,25.3,24.06,--  ,1.24,北京,4.86,26.07,28849,21630
003019,宸展光电,         23.50亿,10.02,1927.1,23.39,36811.3,364,14.21,27.26,2.13,面板,23.39,--  ,159851,0,9.79,21.4,23.39,21.02,21.26,22.98,4.85,福建,11.15,23.03,129297,30554
300206,理邦仪器,         32.66亿,19.96,3435.54,12.56,49596.19,1182,30.83,39.25,2.09,医疗设备,12.56,--  ,423645,0,12.44,10.45,12.56,10.39,10.47,23.14,3.93,深圳,20.73,11.71,184532,239113
300995,奇德新材,          5.49亿,20,3514.62,18.96,9875.27,137,33.8,62.89,3.16,改性塑料,18.96,--  ,54924,0,18.62,15.7,18.96,15.7,15.8,236.74,1.27,广东,20.63,17.98,31559,23365
301024,霍普股份,          4.37亿,19.98,1486.09,25.76,9599.17,48,29.45,49.33,4.29,工程咨询服务,25.76,--  ,39519,0,22.28,22.12,25.76,21.54,21.47,--  ,2.37,上海,19.66,24.29,23556,15963
301049,超越科技,          7.03亿,19.99,2591.39,27.37,27539.46,78,74.78,129.61,4.56,固废治理,27.37,--  ,103233,0,40.19,25.82,27.37,25.03,22.81,--  ,1.37,安徽,10.26,26.68,55352,47881
301230,泓博医药,         18.59亿,19.99,5822.03,44.84,55495.48,82,55.37,68.83,7.47,医疗研发外包,44.84,--  ,129804,0,21.86,40.9,44.84,40.9,37.37,78.79,1.43,上海,10.54,42.75,66320,63484
301396,宏景科技,         12.42亿,19.99,5998.97,26.59,27650.83,177,17.6,45.22,4.43,行业应用软件,26.59,--  ,110644,0,23.7,22.36,26.59,22.2,22.16,516.83,4,广东,19.81,24.99,50943,59701
600006,东风汽车,         66.38亿,10.05,14428.29,8.32,76272.01,787,39.83,49.37,0.76,商用载货车,8.32,--  ,942231,0,4.71,7.8,8.32,7.73,7.56,334.54,0.78,湖北,7.8,8.09,446642,495589
600081,东风科技,         15.77亿,10.03,4144.73,11.3,25168.81,233,17.83,30.03,1.03,其他汽车零部件,11.3,--  ,228551,0,5.14,10.34,11.3,10.33,10.27,88.73,2.43,上海,9.44,11.01,100715,127836
600083,博信股份,         11.70亿,9.96,3952.81,7.73,3886.18,464,23.88,72.16,0.7,综合类,7.73,--  ,50274,0,2.21,7.73,7.73,7.73,7.03,--  ,0.39,江苏,0,7.73,42000,8274
600215,派斯林,         30.52亿,10,174.97,10.12,30836.85,355,23.11,33.51,0.92,机器人,10.12,--  ,312584,0,6.84,9.2,10.12,9.1,9.2,29.61,1.93,吉林,11.09,9.87,142226,170358
600234,科新发展,          8.15亿,9.93,3998.64,5.87,2456.93,83,2.98,24.89,0.53,装修装饰,5.87,--  ,42971,0,2.12,5.37,5.87,5.37,5.34,--  ,0.34,山西,9.36,5.72,28271,14700
600281,华阳新材,         11.19亿,10,2091.13,3.85,9887.86,99,29.63,49.22,0.35,其他金属,3.85,--  ,263347,0,5.12,3.5,3.85,3.49,3.5,--  ,0.63,山西,10.29,3.75,170354,92993
600289,ST信通,          6.54亿,5,323.2,1.68,2243.85,5,12,32.28,0.08,行业应用软件,1.68,--  ,136876,0,2.42,1.61,1.68,1.56,1.6,--  ,1.74,黑龙江,7.5,1.64,76939,59937
600418,江淮汽车,        295.68亿,9.98,3928.72,18.85,397861.61,11362,22.64,43.78,1.71,商用载货车,18.85,--  ,2174899,0.05,9.96,17.6,18.85,17.6,17.14,167.87,1.77,安徽,7.29,18.29,901205,1273694
600421,华嵘控股,          7.67亿,10.04,3023.21,8.44,2108.23,32,27.69,48.85,0.77,其他专用设备,8.44,--  ,25261,0,1.29,8.25,8.44,8.2,7.67,--  ,0.76,湖北,3.13,8.35,11973,13288
600462,ST九有,         13.47亿,5.06,9.59,2.7,2381.09,607,16.88,12.03,0.13,其他广告营销,2.7,--  ,89888,0,1.5,2.57,2.7,2.54,2.57,--  ,1.06,湖北,6.23,2.65,43981,45907
600498,烽火通信,        133.34亿,10,12665.43,20.35,123260.36,1621,4.47,32.66,1.85,系统设备,20.35,--  ,623819,0,5.43,18.72,20.35,18.7,18.5,55.21,2.16,湖北,8.92,19.76,278738,345081
600580,卧龙电驱,        115.98亿,9.97,11317.53,14.45,52926.29,2177,31.36,39.08,1.31,电机制造,14.45,--  ,371971,0,2.84,13.8,14.45,13.79,13.14,15.38,0.53,浙江,5.02,14.23,222594,149377
600633,浙数文化,         79.40亿,10.01,6338.86,11.98,76268.48,3059,6.39,16.76,1.09,游戏,11.98,--  ,658020,0,5.2,10.92,11.98,10.88,10.89,16.44,1.97,浙江,10.1,11.59,290799,367221
600667,太极实业,         99.35亿,9.95,16743.46,7.07,54333.35,15897,8.27,22.53,0.64,半导体封测,7.07,--  ,810086,0,3.85,6.44,7.07,6.42,6.43,19.34,1.96,江苏,10.11,6.71,361614,448472
600715,文投控股,         27.26亿,10.21,4367.13,2.59,39058.1,905,21.6,90.44,0.24,发行院线,2.59,--  ,1570148,0,8.47,2.38,2.59,2.37,2.35,--  ,0.78,北京,9.36,2.49,642628,927520
600807,济南高新,         20.19亿,10.1,7493.89,3.27,7773.62,288,24.33,38.56,0.3,诊断试剂,3.27,--  ,244419,0,3.11,2.98,3.27,2.98,2.97,--  ,0.55,山东,9.76,3.18,133229,111190
600841,动力新科,         15.61亿,9.93,5283.41,4.76,2893.59,349,14.98,30.41,0.43,底盘与发动机系统,4.76,--  ,62167,0,0.68,4.36,4.76,4.35,4.33,--  ,0.77,上海,9.47,4.65,44604,17563
600843,上工申贝,         20.37亿,10.02,8893.42,5.6,11609.5,168,23.89,35.92,0.51,纺织服装设备,5.6,--  ,213132,0,4.54,5.14,5.6,5.14,5.09,32.06,0.38,上海,9.04,5.45,125229,87903
600898,ST美讯,          3.50亿,4.84,448.54,1.95,2360.3,114,20.37,28.29,0.09,消费电子组件,1.95,--  ,124947,0,4.95,1.88,1.95,1.82,1.86,--  ,1.29,山东,6.99,1.89,59848,65099
601086,国芳集团,          8.84亿,9.94,774.25,5.42,40207.13,351,27.23,42.26,0.49,百货,5.42,--  ,751919,0,11.29,5.28,5.42,5.18,4.93,21.06,5.02,甘肃,4.87,5.35,379102,372817
601118,海南橡胶,         87.87亿,10.1,428.8,5.34,112775.08,2733,19.73,23.04,0.49,其他种植业,5.34,--  ,2137871,0,5,5.15,5.34,5.06,4.85,--  ,5.42,海南,5.77,5.28,954849,1183022
601388,怡球资源,         35.16亿,9.96,6455.16,2.98,30602.24,159,34.84,41.23,0.27,铝,2.98,--  ,1037071,0,4.71,2.96,2.98,2.87,2.71,39.65,1.37,江苏,4.06,2.95,496117,540954
601901,方正证券,        335.31亿,10.01,8607.09,8.24,339486.52,6088,5.1,19.25,0.75,证券,8.24,--  ,4192815,0,5.09,7.67,8.24,7.65,7.49,26.28,4.6,湖南,7.88,8.1,2079980,2112835
603011,合锻智能,         32.46亿,9.99,15124.9,10.13,4736.02,764,33.11,83.18,0.92,机床制造,10.13,--  ,46752,0,0.95,10.13,10.13,10.13,9.21,50.7,0.1,安徽,0,10.13,41699,5053
603013,亚普股份,         18.70亿,10,1353.73,17.38,27168.82,126,15.25,25.94,1.58,底盘与发动机系统,17.38,--  ,159887,0,3.12,16.07,17.38,15.87,15.8,16.38,5.07,江苏,9.56,16.99,89327,70560
603052,可川科技,         11.46亿,9.99,3193.17,39.18,18896.8,76,4.59,34.18,3.56,消费电子组件,39.18,--  ,49637,0,16.96,35.98,39.18,35.98,35.62,37.46,1.99,江苏,8.98,38.07,28893,20744
603089,正裕工业,          8.05亿,10.01,1556.73,10.33,7577.66,291,15.68,39.41,0.94,底盘与发动机系统,10.33,--  ,74403,0,3.33,9.5,10.33,9.5,9.39,26.39,1.64,浙江,8.84,10.18,52319,22084
603095,越剑智能,         10.72亿,9.99,10527.95,20.48,10608.28,48,32.56,67.87,1.86,纺织服装设备,20.48,--  ,52026,0,2.82,20.1,20.48,20.08,18.62,41.96,1.05,浙江,2.15,20.39,38074,13952
603106,恒银科技,         14.87亿,10.03,2838.73,6.8,42605.65,212,21.65,55.25,0.62,其他IT设备,6.8,--  ,647225,0,12.43,6.35,6.8,6.2,6.18,--  ,3.53,天津,9.71,6.58,322727,324498
603122,合富中国,         13.11亿,10.08,4115.52,7.32,13978.48,99,11.42,25.99,0.67,医药流通,7.32,--  ,198351,0,11.07,6.67,7.32,6.67,6.65,49.58,2.14,上海,9.77,7.05,104796,93555
603139,康惠制药,          6.35亿,9.97,3478.84,15.22,3922.86,3,15.83,40.28,1.38,中药,15.22,--  ,26452,0,2.65,13.94,15.22,13.62,13.84,123.64,1.32,陕西,11.56,14.83,17004,9448
603186,华正新材,         22.39亿,10.02,5864,26.68,33888.28,197,17.53,42.6,2.43,PCB,26.68,--  ,131681,0,9.27,25.7,26.68,24.6,24.25,--  ,1.2,浙江,8.58,25.74,58946,72735
603232,格尔软件,         21.18亿,9.99,3187.41,12.88,12110.35,66,15.83,31.56,1.17,基础软件,12.88,--  ,97600,0,4.18,11.57,12.88,11.57,11.71,--  ,1.86,上海,11.19,12.41,60350,37250
603261,立航科技,         11.49亿,9.99,3620.98,43.7,63890.76,1169,85.8,108.1,3.97,航空装备,43.7,--  ,153653,2.01,58.43,39.53,43.7,39.53,39.73,1370.71,1.21,四川,10.5,41.58,75271,78382
603316,诚邦股份,          7.65亿,10.02,263.93,5.6,18586.92,643,29.93,45.83,0.51,园林工程,5.6,--  ,336719,0,12.74,5.3,5.6,5.3,5.09,--  ,5.81,浙江,5.89,5.52,192919,143800
603327,福蓉科技,         28.41亿,10.03,6336.25,17.55,93472.52,866,26.53,81.87,1.6,消费电子组件,17.55,--  ,563539,0,8.32,15.98,17.55,15.66,15.95,36.4,0.87,四川,11.85,16.59,266455,297084
603377,东方时尚,         14.28亿,10.09,5675.94,3.6,24291.6,655,21.21,42.86,0.33,其他专业服务,3.6,--  ,704631,0,9.78,3.27,3.6,3.25,3.27,63.97,1.04,北京,10.7,3.45,315136,389495
603578,三星新材,         10.60亿,9.99,3455.14,13.54,6861.73,44,13.4,18.77,1.23,玻璃制造,13.54,--  ,52244,0,2.9,12.36,13.54,12.36,12.31,15.23,2.95,浙江,9.59,13.13,22741,29503
603580,艾艾精工,         10.45亿,10.01,4799.06,24.51,60437.85,239,159.37,192.48,2.23,其他塑料制品,24.51,--  ,264126,0,20.21,24.51,24.51,20.14,22.28,635.41,1.53,上海,19.61,22.88,135684,128442
603598,引力传媒,         26.14亿,10.01,6102.52,19.56,128187.75,420,5.05,49.89,1.78,互联网广告,19.56,--  ,675165,0,25.21,18.08,19.56,18.01,17.78,111.61,2.47,北京,8.72,18.99,325191,349974
603669,灵康药业,         14.06亿,9.93,3165.32,4.43,8328.79,1438,12.15,29.53,0.4,化学制剂,4.43,--  ,197133,0,2.73,4.03,4.43,3.96,4.03,--  ,1.74,西藏,11.66,4.22,103478,93655
603716,塞力医疗,         13.75亿,9.99,4195.59,8.81,5866.74,1008,14.86,36.8,0.8,医药流通,8.81,--  ,67039,0,3.33,8.16,8.81,8.16,8.01,--  ,0.52,湖北,8.11,8.75,53824,13215
603879,永悦科技,         17.42亿,10.07,18998.57,7.87,1856.93,51,79.68,114.44,0.72,合成树脂,7.87,--  ,23595,0,0.66,7.87,7.87,7.87,7.15,--  ,0.05,江苏,0,7.87,20044,3551
603928,兴业股份,          7.27亿,9.99,1231.3,11.34,3199.42,80,18.25,35.48,1.03,合成树脂,11.34,--  ,28674,0,1.42,10.47,11.34,10.26,10.31,26.63,1.92,江苏,10.48,11.16,21289,7385
603963,大理药业,          7.63亿,9.99,3521.16,12,31555.55,212,51.9,92,1.09,中药,12,--  ,273644,0,12.46,11.44,12,10.57,10.91,--  ,1.72,云南,13.11,11.53,132150,141494
603976,正川股份,          6.94亿,10,592.22,15.95,5561.98,179,13.68,19.83,1.45,医疗耗材,15.95,--  ,36031,0,2.38,14.95,15.95,14.75,14.5,50.65,3.78,重庆,8.28,15.44,21584,14447
605008,长鸿高科,         15.74亿,10.03,1378.79,13.93,8416.56,83,4.97,3.65,1.27,橡胶制品,13.93,--  ,62503,0,0.97,12.65,13.93,12.65,12.66,66,2.48,浙江,10.11,13.47,27035,35468
605178,时空科技,          8.88亿,9.99,1945.6,18.06,9043.88,76,6.67,41.43,1.64,装修装饰,18.06,--  ,51916,0,5.23,16.46,18.06,16.4,16.42,--  ,1.57,北京,10.11,17.42,23495,28421
605366,宏柏新材,         17.02亿,10.06,2585.19,7.88,15451.06,1299,17.44,30.03,0.72,有机硅,7.88,--  ,206813,0,3.41,7.26,7.88,7.16,7.16,70.19,2.29,江西,10.06,7.47,98281,108532
688070,纵横股份,         14.21亿,20,91.23,43.86,15543.2,356,73.36,94.93,7.31,航空装备,43.86,--  ,37423,1.15,4.27,37.8,43.86,36.57,36.55,--  ,2.19,四川,19.95,41.53,17005,20418
688631,莱斯信息,         17.75亿,20,2101.33,47.52,42808.77,43,55.6,80.68,7.92,军工电子,47.52,--  ,94274,0,25.24,41,47.52,41,39.6,482.84,1.5,江苏,16.46,45.41,54551,39723
832662,方盛股份,          4.40亿,29.95,1485.12,18.18,20638.67,326,28.03,44.29,4.19,其他通用设备,18.18,--  ,124302,0,51.41,15.5,18.18,15.5,13.99,21.63,4.24,江苏,19.16,16.6,54576,69726
数据来源:通达信,,,,,,,,,,,,,,,,,,,,,,,,,,,
