代码,名称,流通市值Z,涨幅%,封单额,现价,总金额,现量,10日涨幅%,20日涨幅%,涨跌,细分行业,买价,卖价,总量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘,外盘
301305,朗坤环境,          8.86亿,4.9,--  ,14.98,123.88,827,16.66,-4.28,0.7,固废治理,14.9,14.98,827,0,0.14,14.98,14.98,14.98,14.28,18.35,10.81,深圳,0,14.98,414,413
003011,海象新材,          8.76亿,4.79,--  ,15.54,136.13,876,37.65,-16.22,0.71,家具,15.53,15.54,876,0,0.11,15.54,15.54,15.54,14.83,8.62,4.36,浙江,0,15.54,438,438
002211,宏达新材,          7.91亿,4.64,--  ,2.93,313.8,10710,35.02,-21.65,0.13,有机硅,2.93,2.94,10710,0,0.25,2.93,2.93,2.93,2.8,--  ,9.09,上海,0,2.93,5355,5355
300927,江天化学,          5.19亿,4.63,--  ,11.98,391.87,3271,40.78,-14.92,0.53,有机化工原料,11.8,11.98,3271,0,0.23,11.98,11.98,11.98,11.45,24.04,26.44,江苏,0,11.98,1636,1635
300757,罗博特科,         41.97亿,4.49,--  ,74.2,1290.34,1739,66.74,18.1,3.19,工业控制设备,74,74.2,1739,0,0.17,74.2,74.2,74.2,71.01,189.81,5.23,江苏,0,74.2,870,869
002325,洪涛股份,         22.36亿,4.46,--  ,1.64,3363.1,205067,13.11,-6.29,0.07,装修装饰,1.63,1.64,205067,0,1.42,1.64,1.64,1.64,1.57,--  ,32.11,深圳,0,1.64,102534,102533
300453,三鑫医疗,         19.51亿,4.41,--  ,6.16,30,487,21.26,-7.09,0.26,医疗耗材,6.16,6.19,487,0,0.01,6.16,6.16,6.16,5.9,16.98,1.83,江西,0,6.16,244,243
600191,华资实业,         12.27亿,4.33,--  ,5.54,1001.96,18086,50.54,-10.93,0.23,制糖业,5.53,5.54,18086,0,0.37,5.54,5.54,5.54,5.31,71.58,53.6,内蒙,0,5.54,9043,9043
837748,路桥信息,          3.04亿,4.29,--  ,22.59,122.19,541,41.19,-0.62,0.93,行业应用软件,22,22.59,541,0,0.4,22.59,22.59,22.59,21.66,--  ,2.39,福建,0,22.59,271,270
300468,四方精创,         33.02亿,4.19,--  ,8.7,189.05,2173,27.94,-3.01,0.35,行业应用软件,8.7,8.74,2173,0,0.04,8.7,8.7,8.7,8.35,55.36,2.43,深圳,0,8.7,1087,1086
830799,艾融软件,          8.50亿,4.17,--  ,12.99,248.72,1915,18.09,-16.62,0.52,行业应用软件,12.99,13,1915,0,0.16,12.99,12.99,12.99,12.47,51.76,5.46,上海,0,12.99,958,957
871634,新威凌,          1.77亿,4.16,--  ,11.51,41.14,357,-9.37,-11.19,0.46,铅锌,11.51,11.55,357,0,0.23,11.51,11.51,11.51,11.05,38.33,5.14,湖南,0,11.51,179,178
688325,赛微微电,         14.19亿,4.01,--  ,37.83,604.04,1597,86.35,31.63,1.46,集成电路设计,37.83,37.87,1597,0,0.43,37.83,37.83,37.83,36.37,123.71,9.81,广东,0,37.83,799,798
835179,凯德石英,          6.79亿,4.01,--  ,18.4,47.84,260,10.44,-1.71,0.71,非金属材料,18.31,18.4,260,0,0.04,18.4,18.4,18.4,17.69,32.96,7.22,北京,0,18.4,130,130
688082,盛美上海,         68.66亿,3.96,--  ,90.5,1318.41,1457,5.2,0.22,3.45,半导体设备,90.5,90.57,1457,0,0.19,90.5,90.5,90.5,87.05,43.97,15.98,上海,0,90.5,729,728
838924,广脉科技,          3.82亿,3.74,--  ,9.71,16.56,171,15.18,-6.36,0.35,网络工程施工,9.71,9.76,171,0,0.03,9.71,9.71,9.71,9.36,35.51,3.27,浙江,0,9.71,86,85
002130,沃尔核材,         65.15亿,3.67,--  ,6.5,191.75,2950,12.26,0.78,0.23,其他电子,6.5,6.52,2950,0,0.02,6.5,6.5,6.5,6.27,12.79,3.69,深圳,0,6.5,1475,1475
688379,华光新材,          6.29亿,3.57,--  ,14.8,74.5,503,24.79,-10.41,0.51,金属制品,14.7,14.8,503,0,0.06,14.8,14.8,14.8,14.29,26.58,8.38,浙江,0,14.8,252,251
601901,方正证券,        305.60亿,3.44,--  ,7.51,2316,30839,12.26,1.76,0.25,证券,7.51,7.52,30839,0,0.04,7.51,7.51,7.51,7.26,23.95,5.61,湖南,0,7.51,15420,15419
830779,武汉蓝电,          4.08亿,3.41,--  ,28.5,28.65,101,9.11,-5.94,0.94,仪器仪表,28.5,28.52,101,0,0.07,28.5,28.5,28.5,27.56,18.88,6.41,湖北,0,28.5,51,50
832566,梓橦宫,          8.30亿,3.37,--  ,7.97,110.25,1383,9.33,-6.89,0.26,化学制剂,7.97,7.98,1383,0,0.12,7.97,7.97,7.97,7.71,13.44,11.62,四川,0,7.97,692,691
300419,浩丰科技,         14.44亿,3.36,--  ,4.62,393.99,8528,56.08,-8.15,0.15,行业应用软件,4.61,4.62,8528,0,0.23,4.62,4.62,4.62,4.47,95.15,5.53,北京,0,4.62,4264,4264
300191,潜能恒信,         19.34亿,3.29,--  ,11.3,106.33,941,31.55,-12,0.36,油田服务,11.3,11.4,941,0,0.04,11.3,11.3,11.3,10.94,--  ,5.07,北京,0,11.3,471,470
002221,东华能源,         96.51亿,3.2,--  ,9.99,90.01,901,-0.99,0.81,0.31,其他石化,9.69,9.99,901,0,0.01,9.99,9.99,9.99,9.68,101.34,3.61,江苏,0,9.99,451,450
600860,京城股份,         21.44亿,3.16,--  ,11.75,3429.12,29184,52.6,4.25,0.36,金属制品,11.7,11.75,29184,0,0.68,11.75,11.75,11.75,11.39,--  ,35.31,北京,0,11.75,14592,14592
002085,万丰奥威,         74.33亿,3.07,--  ,6.71,895.78,13350,17.92,19.4,0.2,轮胎轮毂,6.71,6.72,13350,0,0.06,6.71,6.71,6.71,6.51,19.92,2.85,浙江,0,6.71,6675,6675
834415,恒拓开源,          4.16亿,2.99,--  ,5.52,44.09,799,25.17,-9.81,0.16,行业应用软件,5.52,5.55,799,0,0.06,5.52,5.52,5.52,5.36,52.38,3.74,河南,0,5.52,400,399
300260,新莱应材,         41.02亿,2.96,--  ,24,415.44,1731,24.81,3.31,0.69,其他包装,23.77,24,1731,0,0.06,24,24,24,23.31,43.6,3.45,江苏,0,24,866,865
603322,超讯通信,         42.93亿,2.88,--  ,37.55,1008.97,2687,48.71,20.23,1.05,网络优化运维,37.54,37.55,2687,0,0.17,37.55,37.55,37.55,36.5,--  ,6.44,广东,0,37.55,1344,1343
300941,创识科技,         16.37亿,2.87,--  ,19,391.4,2060,36.69,-17.11,0.53,其他IT设备,19,19.05,2060,0,0.17,19,19,19,18.47,86.19,3.46,福建,0,19,1030,1030
301015,百洋医药,         37.63亿,2.87,--  ,33,44.55,135,10.89,6.65,0.92,医药流通,32.72,33,135,0,0.01,33,33,33,32.08,26.33,1.09,山东,0,33,68,67
001286,陕西能源,         65.32亿,2.83,--  ,8.71,1436.1,16488,3.44,7,0.24,火力发电,8.71,8.72,16488,0,0.22,8.71,8.71,8.71,8.47,11.16,18.04,陕西,0,8.71,8244,8244
002014,永新股份,         20.48亿,2.78,--  ,9.25,169.59,1833,14.05,8.56,0.25,塑料包装,9.25,9.26,1833,0,0.03,9.25,9.25,9.25,9,14.5,9.95,安徽,0,9.25,917,916
603177,德创环保,          7.12亿,2.69,--  ,8.39,71.23,849,24.67,-15.76,0.22,大气治理,8.21,8.39,849,0,0.04,8.39,8.39,8.39,8.17,--  ,5.91,浙江,0,8.39,425,424
688012,中微公司,        575.89亿,2.69,--  ,137,1132.62,827,14.66,3.79,3.59,半导体设备,136.51,137,827,0,0.01,137,137,137,133.41,54.86,2.54,上海,0,137,414,413
600571,信雅达,         52.95亿,2.58,--  ,15.1,4091.95,27099,89.94,29.06,0.38,行业应用软件,15.09,15.1,27099,0,0.61,15.1,15.1,15.1,14.72,99.24,6.8,浙江,0,15.1,13550,13549
002537,海联金汇,         42.36亿,2.57,--  ,5.58,152.78,2738,14.57,-1.42,0.14,车身附件及饰件,5.56,5.58,2738,0,0.02,5.58,5.58,5.58,5.44,58.66,2.52,山东,0,5.58,1369,1369
003040,楚天龙,         24.70亿,2.55,--  ,14.06,127.52,907,21.1,-11.18,0.35,通信终端及配件,14.06,14.14,907,0,0.04,14.06,14.06,14.06,13.71,66.27,1.6,广东,0,14.06,454,453
000598,兴蓉环境,         75.66亿,2.55,--  ,6.04,734.65,12163,-2.58,6.15,0.15,水务,6.03,6.04,12163,0,0.04,6.04,6.04,6.04,5.89,9.08,9.96,四川,0,6.04,6082,6081
688502,茂莱光学,         15.45亿,2.54,--  ,121,398.08,329,26.05,-5.72,3,光学元件,121,122.22,329,0,0.26,121,121,121,118,131.98,5.83,江苏,0,121,165,164
002687,乔治白,         14.25亿,2.54,--  ,4.85,385.72,7953,23.1,-3.39,0.12,非运动服装,4.85,4.87,7953,0,0.2,4.85,4.85,4.85,4.73,14.62,16.35,浙江,0,4.85,3977,3976
688130,晶华微,          5.17亿,2.53,--  ,31.99,89.36,279,22.85,-3.45,0.79,集成电路设计,30.43,31.99,279,0,0.17,31.99,31.99,31.99,31.2,357.72,15.44,浙江,0,31.99,140,139
603273,天元智能,         11.55亿,2.47,--  ,22,2473.02,11241,51.2,6.79,0.53,其他专用设备,21.92,22,11241,0,2.14,22,22,22,21.47,77.9,24.8,江苏,0,22,5621,5620
301125,腾亚精工,          4.86亿,2.46,--  ,12.1,187.79,1552,46.32,-21.68,0.29,机械基础件,12.1,12.2,1552,0,0.37,12.1,12.1,12.1,11.81,34.9,4.45,江苏,0,12.1,776,776
605198,安德利,          4.04亿,2.43,--  ,20.2,2.42,12,21.39,-5.03,0.48,软饮料,20.11,20.2,12,0,0,20.2,20.2,20.2,19.72,24.67,0.4,山东,0,20.2,6,6
003029,吉大正元,         14.89亿,2.39,--  ,15.84,79.99,505,32.88,-10.81,0.37,基础软件,15.82,15.84,505,0,0.03,15.84,15.84,15.84,15.47,--  ,1.55,吉林,0,15.84,253,252
600302,标准股份,         11.09亿,2.38,--  ,5.6,1747.98,31214,79.49,8.73,0.13,纺织服装设备,5.6,5.61,31214,0,0.9,5.6,5.6,5.6,5.47,--  ,28.62,陕西,0,5.6,15607,15607
300731,科创新源,         11.28亿,2.35,--  ,14.38,88.29,614,38.27,-13.32,0.33,橡胶制品,14.38,14.46,614,0,0.05,14.38,14.38,14.38,14.05,124.71,1.19,深圳,0,14.38,307,307
688283,坤恒顺维,         15.04亿,2.33,--  ,40.45,25.89,64,4.41,-7.48,0.92,仪器仪表,39.8,40.45,64,0,0.01,40.45,40.45,40.45,39.53,47.75,1.43,四川,0,40.45,32,32
603123,翠微股份,         27.19亿,2.32,--  ,8.38,150.59,1797,23.23,-4.34,0.19,其他金融服务,8.36,8.38,1797,0,0.03,8.38,8.38,8.38,8.19,--  ,1.65,北京,0,8.38,899,898
833523,德瑞锂电,          5.17亿,2.25,--  ,12.7,8.45,67,14.62,-9.61,0.28,锂电池,12.7,12.8,67,0,0.01,12.7,12.7,12.7,12.42,23.56,0.84,广东,0,12.7,34,33
300842,帝科股份,         50.91亿,2.25,--  ,78.73,831.39,1056,15.17,4.24,1.73,光伏辅材,78.72,78.8,1056,0,0.12,78.73,78.73,78.73,77,20.28,4.53,江苏,0,78.73,528,528
600895,张江高科,        141.01亿,2.21,--  ,18.49,948.54,5130,10.12,4.22,0.4,产业地产,18.48,18.49,5130,0,0.03,18.49,18.49,18.49,18.09,28.12,1.96,上海,0,18.49,2565,2565
688426,康为世纪,          7.67亿,2.17,--  ,20.74,9.17,44,32.95,-10.72,0.44,诊断试剂,20.7,20.74,44,0,0.01,20.74,20.74,20.74,20.3,--  ,1.66,江苏,0,20.74,22,22
600338,西藏珠峰,         78.46亿,2.16,--  ,10.86,2244.33,20666,25.55,6.47,0.23,铅锌,10.85,10.86,20666,0,0.23,10.86,10.86,10.86,10.63,100.34,16.42,西藏,0,10.86,10333,10333
688582,芯动联科,         14.19亿,2.14,--  ,28.6,47.52,166,23.86,-3.05,0.6,仪器仪表,28.56,28.6,166,0,0.03,28.6,28.6,28.6,28,88.48,1.44,安徽,0,28.6,83,83
300061,旗天科技,         18.60亿,2.14,--  ,4.3,87.42,2033,27.98,-14.85,0.09,其他广告营销,4.3,4.32,2033,0,0.04,4.3,4.3,4.3,4.21,--  ,2.25,上海,0,4.3,1017,1016
300308,中际旭创,        926.37亿,2.13,--  ,153,8524.53,5572,22.78,34.57,3.19,网络接配及塔设,153,153.05,5572,0,0.07,153,153,153,149.81,71.09,3.19,山东,0,153,2786,2786
688206,概伦电子,         23.43亿,2.13,--  ,16.8,75.75,451,16.18,-5.56,0.35,集成电路设计,16.77,16.8,451,0,0.03,16.8,16.8,16.8,16.45,--  ,3.71,上海,0,16.8,226,225
002641,公元股份,         22.15亿,2.12,--  ,4.81,193.07,4014,16.75,-8.91,0.1,管材,4.8,4.81,4014,0,0.04,4.81,4.81,4.81,4.71,15.93,2.38,浙江,0,4.81,2007,2007
002536,飞龙股份,         32.50亿,2.12,--  ,11.55,285.17,2469,17.98,0.96,0.24,底盘与发动机系统,11.54,11.55,2469,0,0.05,11.55,11.55,11.55,11.31,22.17,2.65,河南,0,11.55,1235,1234
430685,新芝生物,          4.26亿,2.11,--  ,10.16,12.09,119,5.94,-9.76,0.21,仪器仪表,10.16,10.2,119,0,0.03,10.16,10.16,10.16,9.95,18.62,2.95,浙江,0,10.16,60,59
603019,中科曙光,        563.08亿,2.1,--  ,48.56,20571.13,42362,48.73,44.35,1,其他IT设备,48.56,48.57,42362,0,0.29,48.56,48.56,48.56,47.56,71.05,7.52,天津,0,48.56,21181,21181
835184,国源科技,          4.65亿,2.08,--  ,7.35,30.31,412,16.67,-9.82,0.15,行业应用软件,7.35,7.47,412,0,0.05,7.35,7.35,7.35,7.2,87.66,2.76,北京,0,7.35,206,206
605196,华通线缆,         28.12亿,2.01,--  ,8.63,449.11,5204,33.59,11.5,0.17,线缆部件及其他,8.63,8.64,5204,0,0.16,8.63,8.63,8.63,8.46,11.43,6.06,河北,0,8.63,2602,2602
000532,华金资本,         22.26亿,1.99,--  ,12.79,2219.83,17356,36.06,-19.35,0.25,投资管理,12.78,12.79,17356,0,0.51,12.79,12.79,12.79,12.54,73.5,15.53,广东,0,12.79,8678,8678
300786,国林科技,         14.92亿,1.96,--  ,11.42,34.95,306,44.92,-24.12,0.22,环保设备,11.4,11.42,306,0,0.02,11.42,11.42,11.42,11.2,--  ,0.76,山东,0,11.42,153,153
300559,佳发教育,         23.22亿,1.95,--  ,12,197.16,1643,35.28,-6.25,0.23,行业应用软件,12,12.23,1643,0,0.05,12,12,12,11.77,31.04,3.25,四川,0,12,822,821
301079,邵阳液压,          6.42亿,1.95,--  ,11,231.77,2107,34.97,-23.77,0.21,工程机械零件,11,11.07,2107,0,0.36,11,11,11,10.79,49.54,12.6,湖南,0,11,1054,1053
688072,拓荆科技,        175.02亿,1.9,--  ,194,327.24,169,6.3,12.41,3.62,半导体设备,193.01,194,169,0,0.02,194,194,194,190.38,101.03,1.86,辽宁,0,194,85,84
603153,上海建科,         10.50亿,1.81,--  ,19.09,393.64,2062,25.34,-4.16,0.34,工程咨询服务,19.09,19.1,2062,0,0.37,19.09,19.09,19.09,18.75,44.89,3.87,上海,0,19.09,1031,1031
600183,生益科技,        190.82亿,1.77,--  ,16.66,219.08,1315,13.41,5.24,0.29,PCB,16.65,16.66,1315,0,0.01,16.66,16.66,16.66,16.37,32.73,2.06,广东,0,16.66,658,657
002371,北方华创,        702.30亿,1.75,--  ,266,1566.74,589,6.78,5.5,4.57,半导体设备,266,266.43,589,0,0.01,266,266,266,261.43,36.68,2.92,北京,0,266,295,294
300441,鲍斯股份,         19.59亿,1.72,--  ,5.91,64.42,1090,28.76,-6.63,0.1,制冷空调设备,5.88,5.91,1090,0,0.02,5.91,5.91,5.91,5.81,16.58,2.17,浙江,0,5.91,545,545
834682,球冠电缆,          5.63亿,1.71,--  ,7.13,17,238,7.06,-3.38,0.12,线缆部件及其他,7.11,7.13,238,0,0.03,7.13,7.13,7.13,7.01,14.61,2.3,浙江,0,7.13,119,119
871694,中裕科技,          4.16亿,1.66,--  ,16.56,21.86,132,3.05,-10.97,0.27,其他塑料制品,16.56,16.77,132,0,0.05,16.56,16.56,16.56,16.29,13.85,5.4,江苏,0,16.56,66,66
300495,*ST美尚,          6.03亿,1.65,--  ,1.23,119.89,9747,33.69,-10.22,0.02,生态修复,1.22,1.23,9747,0,0.14,1.23,1.23,1.23,1.21,--  ,7.4,深圳,0,1.23,4874,4873
300766,每日互动,         37.44亿,1.65,--  ,11.7,178.78,1528,39.95,-4.34,0.19,行业应用软件,11.7,11.72,1528,0,0.04,11.7,11.7,11.7,11.51,6756.19,1.79,浙江,0,11.7,764,764
000801,四川九洲,         45.22亿,1.63,--  ,8.71,217.75,2500,9.29,5.44,0.14,其他黑色家电,8.7,8.71,2500,0,0.02,8.71,8.71,8.71,8.57,47.34,2.14,四川,0,8.71,1250,1250
300540,蜀道装备,         17.41亿,1.62,--  ,20.7,100.81,487,24.63,-0.1,0.33,其他专用设备,20.7,20.77,487,0,0.04,20.7,20.7,20.7,20.37,184.46,4.66,四川,0,20.7,244,243
688480,赛恩斯,         14.62亿,1.61,--  ,34.63,5.54,16,16.21,-3.8,0.55,水治理,34.63,34.74,16,0,0,34.63,34.63,34.63,34.08,45.39,0.64,湖南,0,34.63,8,8
688183,生益电子,         18.24亿,1.57,--  ,7.75,3.32,43,23.8,-8.6,0.12,PCB,7.75,7.79,43,0,0,7.75,7.75,7.75,7.63,--  ,0.2,广东,0,7.75,22,21
688528,秦川物联,          3.93亿,1.57,--  ,7.11,3.43,48,39.41,-22.04,0.11,仪器仪表,7,7.11,48,0,0,7.11,7.11,7.11,7,--  ,0.35,四川,0,7.11,24,24
002069,獐子岛,         13.26亿,1.54,--  ,3.29,21.42,651,18.78,-16.7,0.05,水产养殖,3.29,3.3,651,0,0.01,3.29,3.29,3.29,3.24,70.71,0.95,辽宁,0,3.29,326,325
002140,东华科技,         16.32亿,1.53,--  ,7.3,18.76,257,14.6,-10.98,0.11,化学工程,7.3,7.32,257,0,0,7.3,7.3,7.3,7.19,14.85,0.84,安徽,0,7.3,129,128
002681,奋达科技,         56.86亿,1.52,--  ,4.68,2529.96,54059,20.61,4.7,0.07,消费电子组件,4.68,4.69,54059,0,0.37,4.68,4.68,4.68,4.61,25.52,36.81,深圳,0,4.68,27030,27029
873576,天力复合,          5.29亿,1.51,--  ,21.5,34.42,160,5.75,0,0.32,其他金属新材料,21.27,21.5,160,0,0.05,21.5,21.5,21.5,21.18,24.84,2.56,陕西,0,21.5,80,80
873679,前进科技,          2.15亿,1.51,--  ,16.8,0.67,4,12,-16.71,0.25,其他通用设备,16.55,16.8,4,0,0,16.8,16.8,16.8,16.55,17.88,0.08,浙江,0,16.8,2,2
600106,重庆路桥,         50.81亿,1.51,--  ,5.39,136.15,2526,18.72,-3.58,0.08,高速公路,5.38,5.39,2526,0,0.02,5.39,5.39,5.39,5.31,32.48,1.56,重庆,0,5.39,1263,1263
688568,中科星图,         60.59亿,1.5,--  ,43.2,66.18,153,2.3,4.33,0.64,云平台服务,43.2,43.24,153,0,0,43.2,43.2,43.2,42.56,115.13,1.17,北京,0,43.2,77,76
600777,新潮能源,        162.37亿,1.5,--  ,2.71,686.39,25328,0.75,-2.17,0.04,油气开采,2.71,2.72,25328,0,0.04,2.71,2.71,2.71,2.67,7.38,5,山东,0,2.71,12664,12664
873152,天宏锂电,          3.43亿,1.5,--  ,8.82,60.87,690,18.07,-11.89,0.13,锂电池,8.65,8.82,690,0,0.18,8.82,8.82,8.82,8.69,88.5,2.8,浙江,0,8.82,345,345
000688,国城矿业,         26.31亿,1.49,--  ,9.52,21.23,223,13.34,6.61,0.14,铅锌,9.51,9.52,223,0,0,9.52,9.52,9.52,9.38,--  ,1.1,四川,0,9.52,112,111
002996,顺博合金,         13.66亿,1.49,--  ,8.18,12.76,156,35.2,-10.41,0.12,铝,8.1,8.18,156,0,0.01,8.18,8.18,8.18,8.06,32.07,0.76,重庆,0,8.18,78,78
002378,章源钨业,         22.27亿,1.48,--  ,4.79,9.63,201,8.86,-0.41,0.07,钨钼,4.79,4.83,201,0,0,4.79,4.79,4.79,4.72,39.16,0.51,江西,0,4.79,101,100
603605,珀莱雅,        204.39亿,1.48,--  ,103,198.79,193,21.8,17.03,1.5,化妆品,102.7,103,193,0,0,103,103,103,101.5,41.09,1.63,浙江,0,103,97,96
002372,伟星新材,         94.56亿,1.45,--  ,15.35,103.92,677,-1.03,13.36,0.22,管材,15.35,15.36,677,0,0,15.35,15.35,15.35,15.13,20.96,1.72,浙江,0,15.35,339,338
301236,软通动力,        223.51亿,1.45,--  ,42,1842.88,4388,26.96,15.54,0.6,行业应用软件,42,42.01,4388,0,0.06,42,42,42,41.4,85.2,1.33,北京,0,42,2194,2194
000655,金岭矿业,         14.06亿,1.43,--  ,5.68,24.88,438,16.39,-10.98,0.08,铁矿石,5.68,5.7,438,0,0.01,5.68,5.68,5.68,5.6,14.35,1.2,山东,0,5.68,219,219
003035,南网能源,         51.30亿,1.41,--  ,5.05,81.15,1607,1.61,5.21,0.07,光伏发电,5.05,5.06,1607,0,0.01,5.05,5.05,5.05,4.98,41.36,1.88,广东,0,5.05,804,803
300017,网宿科技,        198.83亿,1.4,--  ,10.13,1578.46,15582,17.38,24.45,0.14,云基础设施服务,10.12,10.13,15582,0,0.07,10.13,10.13,10.13,9.99,43.5,2.5,上海,0,10.13,7791,7791
300639,凯普生物,         28.42亿,1.39,--  ,7.29,13.05,179,7.05,-2.54,0.1,诊断试剂,7.25,7.3,179,0,0,7.29,7.29,7.29,7.19,20.62,0.63,广东,0,7.29,90,89
300542,新晨科技,         13.28亿,1.39,--  ,9.5,40.19,423,28.55,-12.28,0.13,行业应用软件,9.48,9.5,423,0,0.02,9.5,9.5,9.5,9.37,--  ,0.88,北京,0,9.5,212,211
000915,华特达因,         56.77亿,1.37,--  ,31.08,46.31,149,6.44,11.6,0.42,化学制剂,31,31.08,149,0,0.01,31.08,31.08,31.08,30.66,11.85,1.36,山东,0,31.08,75,74
001309,德明利,         41.32亿,1.37,--  ,80.77,91.27,113,36.05,17.86,1.09,集成电路设计,80.76,80.8,113,0,0.02,80.77,80.77,80.77,79.68,365.9,1.02,深圳,0,80.77,57,56
002224,三 力 士,         21.42亿,1.36,--  ,4.46,17.35,389,20.87,-5.31,0.06,橡胶制品,4.45,4.46,389,0,0.01,4.46,4.46,4.46,4.4,31.02,0.94,浙江,0,4.46,195,194
688230,芯导科技,          8.82亿,1.35,--  ,30,31.4,105,24.95,-10.31,0.4,功率半导体,30,30.01,105,0,0.04,30,30,30,29.6,41.2,2.74,上海,0,30,53,52
603658,安图生物,        117.54亿,1.34,--  ,63.34,168.48,266,11.28,35.92,0.84,诊断试剂,62.5,63.34,266,0,0,63.34,63.34,63.34,62.5,30.91,1.87,河南,0,63.34,133,133
872808,曙光数创,         24.57亿,1.34,--  ,47,210.45,448,37.31,37.54,0.62,其他IT设备,47,47.18,448,0,0.02,47,47,47,46.38,293.54,1.31,北京,0,47,224,224
603818,曲美家居,         11.09亿,1.33,--  ,3.8,166.06,4370,27.52,-18.97,0.05,家具,3.76,3.8,4370,0,0.08,3.8,3.8,3.8,3.75,--  ,9.53,北京,0,3.8,2185,2185
688087,英科再生,         22.71亿,1.32,--  ,22.18,6.88,31,16.43,2.4,0.29,固废治理,21.7,22.18,31,0,0,22.18,22.18,22.18,21.89,20.05,0.53,山东,0,22.18,16,15
688335,复洁环保,          6.19亿,1.32,--  ,9.95,9.05,91,27.73,-13.4,0.13,固废治理,9.82,9.95,91,0,0.01,9.95,9.95,9.95,9.82,48.05,1.17,上海,0,9.95,46,45
