代码,名称,流通市值Z,涨幅%,封单额,现价,总金额,现量,10日涨幅%,20日涨幅%,涨跌,细分行业,买价,卖价,总量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘,外盘
300654,世纪天鸿,         18.83亿,1.69,--  ,10.8,466.88,4323,1.79,13.56,0.18,教育出版,10.8,10.81,4323,0,0.13,10.8,10.8,10.8,10.62,93.9,3.61,山东,0,10.8,2162,2161
000620,*ST新联,         53.46亿,1.69,--  ,1.8,137.16,7620,10.43,16.89,0.03,住宅开发,1.8,1.81,7620,0,0.02,1.8,1.8,1.8,1.77,--  ,7.52,北京,0,1.8,3810,3810
688326,经纬恒润-W,         40.49亿,1.69,--  ,77.43,169.95,219,2.62,8.29,1.29,汽车电子电气系统,77,77.43,219,0,0.03,77.43,77.43,77.43,76.14,--  ,3.85,北京,0,77.43,110,109
002621,美吉姆,          9.87亿,1.69,--  ,2.41,909.17,37725,15.31,54.48,0.04,教育培训,2.41,2.42,37725,0,0.47,2.41,2.41,2.41,2.37,--  ,15.78,辽宁,0,2.41,18863,18862
300434,金石亚药,         18.88亿,1.69,--  ,9.65,100.17,1038,7.34,9.41,0.16,化学制剂,9.63,9.65,1038,0,0.03,9.65,9.65,9.65,9.49,20.95,3.66,四川,0,9.65,519,519
603138,海量数据,         22.26亿,1.68,--  ,15.12,276.39,1828,14.72,31.25,0.25,基础软件,15.12,15.13,1828,0,0.06,15.12,15.12,15.12,14.87,--  ,2.46,北京,0,15.12,914,914
300991,创益通,          9.55亿,1.67,--  ,14.61,140.22,960,9.94,36.67,0.24,消费电子组件,14.61,14.62,960,0,0.15,14.61,14.61,14.61,14.37,--  ,3.05,深圳,0,14.61,480,480
603089,正裕工业,          8.18亿,1.65,--  ,10.5,331.8,3160,17.45,36.9,0.17,底盘与发动机系统,10.45,10.5,3160,0,0.14,10.5,10.5,10.5,10.33,26.83,13.96,浙江,0,10.5,1580,1580
002245,蔚蓝锂芯,         80.73亿,1.64,--  ,8.68,251.98,2903,12.29,28.4,0.14,锂电池,8.68,8.69,2903,0,0.03,8.68,8.68,8.68,8.54,72.7,1.69,江苏,0,8.68,1452,1451
300881,盛德鑫泰,          7.29亿,1.63,--  ,25,192,768,32.69,38.96,0.4,特钢,24.88,25,768,0,0.13,25,25,25,24.6,28.48,4.24,江苏,0,25,384,384
688089,嘉必优,         13.22亿,1.62,--  ,14.43,4.1,28,9.49,19.75,0.23,食品助剂,14.43,14.45,28,0,0,14.43,14.43,14.43,14.2,30.15,0.32,湖北,0,14.43,14,14
301517,陕西华达,         11.17亿,1.62,--  ,52.7,68.51,130,8.44,42.97,0.84,军工电子,52.5,52.7,130,0,0.06,52.7,52.7,52.7,51.86,69.1,1.03,陕西,0,52.7,65,65
603036,如通股份,         20.76亿,1.62,--  ,12.55,38.4,306,10.97,23.76,0.2,能源及重型设备,12.41,12.55,306,0,0.01,12.55,12.55,12.55,12.35,32.18,1.38,江苏,0,12.55,153,153
001979,招商蛇口,        263.15亿,1.58,--  ,9.67,1246.04,12886,8.17,6.85,0.15,住宅开发,9.67,9.68,12886,0,0.02,9.67,9.67,9.67,9.52,17.43,4.09,深圳,0,9.67,6443,6443
300781,因赛集团,         30.43亿,1.57,--  ,63.44,2693.66,4246,15.66,79.46,0.98,其他广告营销,63.42,63.44,4246,0,0.52,63.44,63.44,63.44,62.46,159.43,4.3,广东,0,63.44,2123,2123
688059,华锐精密,         21.88亿,1.57,--  ,68.77,36.68,53,14.64,24.02,1.06,金属制品,68,68.77,53,0,0.01,68.77,68.77,68.77,67.71,30.2,1.29,湖南,0,68.77,27,26
688683,莱尔科技,         11.76亿,1.56,--  ,19.48,26.29,135,15.96,19.95,0.3,消费电子组件,19.15,19.48,135,0,0.02,19.48,19.48,19.48,19.18,94.63,2.43,广东,0,19.48,68,67
870508,丰安股份,          2.38亿,1.56,--  ,9.1,1.82,20,5.7,-1.73,0.14,机械基础件,8.95,9.12,20,0,0.01,9.1,9.1,9.1,8.96,16.32,0.98,浙江,0,9.1,10,10
300491,通合科技,         24.68亿,1.56,--  ,20.8,95.68,460,12.01,27.14,0.32,其他发电设备,20.79,20.8,460,0,0.03,20.8,20.8,20.8,20.48,40.87,1.98,河北,0,20.8,230,230
000922,佳电股份,         39.12亿,1.55,--  ,10.47,437.65,4180,11.74,15.31,0.16,电机制造,10.47,10.48,4180,0,0.07,10.47,10.47,10.47,10.31,16.53,5.47,黑龙江,0,10.47,2090,2090
603090,宏盛股份,          9.69亿,1.55,--  ,21.68,10.41,48,8.29,41.42,0.33,其他通用设备,21.5,21.68,48,0,0,21.68,21.68,21.68,21.35,28.59,0.99,江苏,0,21.68,24,24
300065,海兰信,         55.13亿,1.52,--  ,8.66,154.49,1784,12.47,27.73,0.13,航海装备,8.66,8.67,1784,0,0.03,8.66,8.66,8.66,8.53,537.19,1.11,北京,0,8.66,892,892
301519,舜禹股份,          6.90亿,1.51,--  ,16.76,63.86,381,10.04,16.95,0.25,水务,16.66,16.76,381,0,0.09,16.76,16.76,16.76,16.51,39.19,3.84,安徽,0,16.76,191,190
688526,科前生物,         20.97亿,1.51,--  ,16.78,41.7,249,3.39,3.58,0.25,动物保健,16.6,16.78,249,0,0.01,16.78,16.78,16.78,16.53,16.41,3.12,湖北,0,16.78,125,124
301396,宏景科技,         12.60亿,1.5,--  ,26.99,1345.99,4987,25.76,36.8,0.4,行业应用软件,26.98,26.99,4987,0,1.07,26.99,26.99,26.99,26.59,524.6,26.66,广东,0,26.99,2494,2493
300808,久量股份,         11.89亿,1.5,--  ,19,785.46,4134,40.33,58.07,0.28,LED,18.99,19,4134,0,0.48,19,19,19,18.72,55.07,8.6,广东,0,19,2067,2067
603315,福鞍股份,         13.96亿,1.49,--  ,12.28,33.89,276,10.93,35.54,0.18,机械基础件,12.11,12.28,276,0,0.01,12.28,12.28,12.28,12.1,52.65,1.4,辽宁,0,12.28,138,138
002607,中公教育,        144.91亿,1.48,--  ,3.43,2592.91,75595,9.93,6.86,0.05,教育培训,3.42,3.43,75595,0,0.16,3.43,3.43,3.43,3.38,65.55,6.9,安徽,0,3.43,37798,37797
603106,恒银科技,         15.09亿,1.47,--  ,6.9,1666.01,24145,26.37,46.49,0.1,其他IT设备,6.89,6.9,24145,0,0.46,6.9,6.9,6.9,6.8,--  ,20.16,天津,0,6.9,12073,12072
300516,久之洋,         16.07亿,1.45,--  ,27.9,186.93,670,5.13,15.48,0.4,军工电子,27.6,27.9,670,0,0.04,27.9,27.9,27.9,27.5,87.08,8.66,湖北,0,27.9,335,335
603131,上海沪工,         26.28亿,1.45,--  ,17.44,1175.11,6738,21.7,50.86,0.25,其他通用设备,17.44,17.45,6738,0,0.21,17.44,17.44,17.44,17.19,94.22,3.18,上海,0,17.44,3369,3369
688195,腾景科技,         22.92亿,1.45,--  ,28,225.14,804,8.61,21.21,0.4,光学元件,27.91,28,804,0,0.1,28,28,28,27.6,87.1,3.39,福建,0,28,402,402
301558,三态股份,         13.27亿,1.45,--  ,11.93,275.82,2312,3.65,5.67,0.17,跨境电商,11.92,11.93,2312,0,0.21,11.93,11.93,11.93,11.76,65.79,6.27,深圳,0,11.93,1156,1156
605299,舒华体育,         11.05亿,1.44,--  ,9.84,128.61,1307,22.24,31.91,0.14,娱乐用品,9.8,9.84,1307,0,0.03,9.84,9.84,9.84,9.7,31.41,4.07,福建,0,9.84,654,653
300589,江龙船艇,         21.33亿,1.44,--  ,11.97,144.6,1208,3.91,14.98,0.17,航海装备,11.97,11.98,1208,0,0.05,11.97,11.97,11.97,11.8,214.95,4.85,广东,0,11.97,604,604
603955,大千生态,         10.38亿,1.43,--  ,14.2,87.05,613,26.22,36.41,0.2,园林工程,14.2,14.25,613,0,0.05,14.2,14.2,14.2,14,88.45,2.13,江苏,0,14.2,307,306
688258,卓易信息,         21.61亿,1.43,--  ,45.49,125.34,276,7.34,22.41,0.64,产联网综合服务,45.48,45.49,276,0,0.03,45.49,45.49,45.49,44.85,54.88,2.3,江苏,0,45.49,138,138
002881,美格智能,         23.06亿,1.42,--  ,27.1,489.43,1806,2.84,34.42,0.38,通信终端及配件,27.1,27.12,1806,0,0.1,27.1,27.1,27.1,26.72,77.45,5.22,深圳,0,27.1,903,903
301429,森泰股份,          4.64亿,1.42,--  ,15.71,10.53,67,14.42,20.11,0.22,其他建材,15.71,15.8,67,0,0.02,15.71,15.71,15.71,15.49,37.65,0.85,安徽,0,15.71,34,33
688450,光格科技,          4.62亿,1.42,--  ,29.37,0.59,2,11.42,24.56,0.41,电网自动化,29.09,29.37,2,0,0,29.37,29.37,29.37,28.96,108.14,0.08,江苏,0,29.37,1,1
600287,江苏舜天,         10.73亿,1.41,--  ,5.03,62.12,1235,12.03,19.77,0.07,贸易,5.03,5.04,1235,0,0.03,5.03,5.03,5.03,4.96,30.23,1.85,江苏,0,5.03,618,617
002382,蓝帆医疗,         44.13亿,1.41,--  ,5.75,86.36,1502,9.31,10.79,0.08,医疗耗材,5.72,5.75,1502,0,0.02,5.75,5.75,5.75,5.67,--  ,4.62,山东,0,5.75,751,751
603798,康普顿,         11.70亿,1.39,--  ,9.47,155.31,1640,0.43,33.01,0.13,其他石化,9.47,9.48,1640,0,0.06,9.47,9.47,9.47,9.34,37.86,3.19,山东,0,9.47,820,820
002160,常铝股份,         22.16亿,1.39,--  ,3.65,34.67,950,14.78,19.67,0.05,铝,3.64,3.65,950,0,0.01,3.65,3.65,3.65,3.6,--  ,1.41,江苏,0,3.65,475,475
830946,森萱医药,          9.52亿,1.38,--  ,8.07,14.93,185,7.89,2.42,0.11,原料药,8.07,8.08,185,0,0,8.07,8.07,8.07,7.96,25.01,1.13,江苏,0,8.07,93,92
300417,南华仪器,          6.38亿,1.36,--  ,8.95,7.25,81,16.53,36.43,0.12,仪器仪表,8.93,8.96,81,0,0.01,8.95,8.95,8.95,8.83,--  ,0.52,广东,0,8.95,41,40
002838,道恩股份,         19.54亿,1.35,--  ,11.25,19.46,173,9.75,13.87,0.15,改性塑料,11.25,11.28,173,0,0,11.25,11.25,11.25,11.1,38.63,1.2,山东,0,11.25,87,86
300560,中富通,         22.56亿,1.35,--  ,17.31,234.38,1354,15.4,37.05,0.23,网络优化运维,17.29,17.31,1354,0,0.07,17.31,17.31,17.31,17.08,140.58,2,福建,0,17.31,677,677
688011,新光光电,          7.57亿,1.34,--  ,18.09,2.17,12,14.71,26.51,0.24,军工电子,18.02,18.09,12,0,0,18.09,18.09,18.09,17.85,--  ,0.35,黑龙江,0,18.09,6,6
002712,思美传媒,         17.83亿,1.34,--  ,5.3,1128.26,21288,14.72,35.21,0.07,互联网广告,5.29,5.3,21288,0,0.39,5.3,5.3,5.3,5.23,--  ,17.92,浙江,0,5.3,10644,10644
688037,芯源微,        115.98亿,1.33,--  ,119.57,174.33,146,1.08,23.94,1.57,半导体设备,119,119.57,146,0,0.01,119.57,119.57,119.57,118,56.15,1.43,辽宁,0,119.57,73,73
002633,申科股份,          5.61亿,1.33,--  ,8.39,6.12,73,20.9,35.76,0.11,机械基础件,8.34,8.39,73,0,0,8.39,8.39,8.39,8.28,--  ,0.57,浙江,0,8.39,37,36
600615,丰华股份,         11.26亿,1.33,--  ,10.7,20.97,196,12.39,18.36,0.14,其他金属,10.7,10.71,196,0,0.01,10.7,10.7,10.7,10.56,--  ,1.22,重庆,0,10.7,98,98
300389,艾比森,         22.62亿,1.32,--  ,19.18,77.68,405,7.27,17.1,0.25,LED,19.18,19.2,405,0,0.02,19.18,19.18,19.18,18.93,23.85,2.3,深圳,0,19.18,203,202
002616,长青集团,         12.53亿,1.3,--  ,4.66,27.17,583,12.02,19.18,0.06,其他能源发电,4.66,4.67,583,0,0.01,4.66,4.66,4.66,4.6,22.95,1.94,广东,0,4.66,292,291
300423,昇辉科技,         17.70亿,1.29,--  ,7.05,111.11,1576,0.72,30.56,0.09,输变电设备,7.05,7.06,1576,0,0.05,7.05,7.05,7.05,6.96,--  ,2.88,山东,0,7.05,788,788
000599,青岛双星,         24.70亿,1.29,--  ,4.7,1061.07,22576,28.42,42.85,0.06,轮胎轮毂,4.69,4.7,22576,0,0.28,4.7,4.7,4.7,4.64,--  ,27.22,山东,0,4.7,11288,11288
600969,郴电国际,         14.35亿,1.28,--  ,5.54,31.08,561,13.52,14.7,0.07,水力发电,5.5,5.54,561,0,0.02,5.54,5.54,5.54,5.47,--  ,3.23,湖南,0,5.54,281,280
300591,万里马,         14.24亿,1.28,--  ,4.75,31.64,666,17.58,24.67,0.06,鞋帽及其他,4.66,4.75,666,0,0.02,4.75,4.75,4.75,4.69,227.09,1.37,广东,0,4.75,333,333
600938,中国海油,        810.21亿,1.28,--  ,28.51,1449.73,5085,5.36,16.46,0.36,油气开采,28.51,28.52,5085,0,0.02,28.51,28.51,28.51,28.15,10.42,1.59,北京,0,28.51,2543,2542
001373,翔腾新材,          5.75亿,1.27,--  ,33.49,33.16,99,6.86,17.51,0.42,面板,33.38,33.49,99,0,0.06,33.49,33.49,33.49,33.07,53.32,1.67,江苏,0,33.49,50,49
300547,川环科技,         29.41亿,1.27,--  ,19.17,370.17,1931,19.21,35.77,0.24,底盘与发动机系统,19.16,19.17,1931,0,0.11,19.17,19.17,19.17,18.93,28.68,4.08,四川,0,19.17,966,965
603186,华正新材,         22.67亿,1.24,--  ,27.01,550.73,2039,21.23,41.04,0.33,PCB,27.01,27.05,2039,0,0.14,27.01,27.01,27.01,26.68,--  ,4.62,浙江,0,27.01,1020,1019
600819,耀皮玻璃,         11.81亿,1.23,--  ,4.92,199.85,4062,16.31,23.93,0.06,玻璃制造,4.9,4.92,4062,0,0.05,4.92,4.92,4.92,4.86,--  ,2.19,上海,0,4.92,2031,2031
301231,荣信文化,         11.96亿,1.23,--  ,22.19,113.61,512,5.67,31.38,0.27,大众出版,22.19,22.2,512,0,0.09,22.19,22.19,22.19,21.92,170.7,1.48,陕西,0,22.19,256,256
688219,会通股份,         17.99亿,1.22,--  ,9.1,0.55,6,11.52,14.9,0.11,改性塑料,8.9,9.1,6,0,0,9.1,9.1,9.1,8.99,27.46,0.06,安徽,0,9.1,3,3
688516,奥特维,        126.92亿,1.22,--  ,117,107.01,91,28.03,52.35,1.41,光伏加工设备,116.75,117,91,0,0,117,117,117,115.59,23.1,0.79,江苏,0,117,46,45
688517,金冠电气,          9.54亿,1.21,--  ,13.42,6.22,46,10.73,23.12,0.16,配电设备,13.32,13.42,46,0,0.01,13.42,13.42,13.42,13.26,28.45,0.56,河南,0,13.42,23,23
601598,中国外运,         69.80亿,1.2,--  ,5.9,150.51,2551,-5.9,-2.48,0.07,跨境物流,5.89,5.9,2551,0,0,5.9,5.9,5.9,5.83,10.2,1.91,北京,0,5.9,1276,1275
688286,敏芯股份,         12.85亿,1.2,--  ,44.85,19.03,42,9.9,18.06,0.53,集成电路设计,44.42,44.85,42,0,0.01,44.85,44.85,44.85,44.32,--  ,0.81,江苏,0,44.85,21,21
603221,爱丽家居,          5.15亿,1.19,--  ,8.48,17.98,212,14.29,2.79,0.1,家具,8.46,8.5,212,0,0.01,8.48,8.48,8.48,8.38,49.35,2.03,江苏,0,8.48,106,106
300853,申昊科技,         20.03亿,1.18,--  ,21.41,73.44,343,9.46,21.24,0.25,机器人,21.3,21.41,343,0,0.03,21.41,21.41,21.41,21.16,393.18,2.67,浙江,0,21.41,172,171
603081,大丰实业,         27.01亿,1.18,--  ,12,61.44,512,16.73,19.65,0.14,其他专用设备,12,12.01,512,0,0.01,12,12,12,11.86,29.65,1.31,浙江,0,12,256,256
600975,新五丰,         63.64亿,1.17,--  ,9.5,591.66,6228,0.11,-0.53,0.11,生猪养殖,9.5,9.51,6228,0,0.07,9.5,9.5,9.5,9.39,--  ,4.58,湖南,0,9.5,3114,3114
603041,美思德,         11.07亿,1.16,--  ,11.3,24.52,217,14.49,17.1,0.13,聚氨酯,11.3,11.36,217,0,0.01,11.3,11.3,11.3,11.17,19.43,3.17,江苏,0,11.3,109,108
600198,大唐电信,         35.39亿,1.16,--  ,6.09,83.49,1371,4.81,14.48,0.07,系统设备,6.08,6.09,1371,0,0.02,6.09,6.09,6.09,6.02,--  ,3.75,北京,0,6.09,686,685
603806,福斯特,        211.55亿,1.15,--  ,29.79,178.44,599,7.97,26.12,0.34,光伏辅材,29.75,29.79,599,0,0,29.79,29.79,29.79,29.45,29.11,0.89,浙江,0,29.79,300,299
002072,凯瑞德,          8.43亿,1.15,--  ,4.4,9.37,213,14.29,28.65,0.05,贸易,4.39,4.4,213,0,0.01,4.4,4.4,4.4,4.35,--  ,0.78,湖北,0,4.4,107,106
605008,长鸿高科,         15.92亿,1.15,--  ,14.09,137.66,977,7.31,2.32,0.16,橡胶制品,14.08,14.09,977,0,0.02,14.09,14.09,14.09,13.93,66.76,7.72,浙江,0,14.09,489,488
688248,南网科技,         48.50亿,1.14,--  ,30.95,46.78,151,13.33,40.43,0.35,电网自动化,30.95,30.97,151,0,0.01,30.95,30.95,30.95,30.6,82,0.51,广东,0,30.95,76,75
003002,壶化股份,          9.10亿,1.14,--  ,13.28,35.99,271,10.85,14.19,0.15,民爆制品,13.26,13.28,271,0,0.01,13.28,13.28,13.28,13.13,12.9,1.96,山西,0,13.28,136,135
600785,新华百货,         18.08亿,1.14,--  ,19.6,146.41,747,12,9.86,0.22,多业态零售,19.48,19.6,747,0,0.03,19.6,19.6,19.6,19.38,24,2.74,宁夏,0,19.6,374,373
300940,南极光,         12.99亿,1.13,--  ,16.99,7.99,47,8.35,24.02,0.19,LED,16.98,16.99,47,0,0,16.99,16.99,16.99,16.8,--  ,0.39,深圳,0,16.99,24,23
001333,光华股份,          8.26亿,1.13,--  ,18.78,299.73,1596,12.39,18.11,0.21,其他化学制品,18.78,18.8,1596,0,0.36,18.78,18.78,18.78,18.57,19.66,47.31,浙江,0,18.78,798,798
002626,金达威,         40.64亿,1.12,--  ,14.5,138.33,954,6.22,8.78,0.16,保健品,14.5,14.55,954,0,0.02,14.5,14.5,14.5,14.34,27.24,5.81,福建,0,14.5,477,477
002848,高斯贝尔,          9.50亿,1.11,--  ,9.08,110.69,1219,-4.11,27.89,0.1,其他黑色家电,9,9.08,1219,0,0.08,9.08,9.08,9.08,8.98,--  ,2.15,湖南,0,9.08,610,609
300144,宋城演艺,        154.15亿,1.11,--  ,10.94,333.56,3049,0.55,4.59,0.12,旅游景区,10.94,10.95,3049,0,0.01,10.94,10.94,10.94,10.82,27.31,4.44,浙江,0,10.94,1525,1524
688203,海正生材,          7.84亿,1.11,--  ,10.03,8.3,83,9.03,9.26,0.11,改性塑料,9.88,10.03,83,0,0.01,10.03,10.03,10.03,9.92,40.89,1.66,浙江,0,10.03,42,41
603619,中曼石油,         57.72亿,1.11,--  ,21.92,169.88,775,8.41,13.51,0.24,油田服务,21.92,21.93,775,0,0.02,21.92,21.92,21.92,21.68,9.53,1.6,上海,0,21.92,388,387
688345,博力威,          6.05亿,1.1,--  ,23.86,6.36,27,12.87,21.12,0.26,锂电池,23.61,23.86,27,0,0.01,23.86,23.86,23.86,23.6,64.72,0.81,广东,0,23.86,14,13
300532,今天国际,         27.35亿,1.09,--  ,15.75,131.67,836,10.06,21.25,0.17,行业应用软件,15.73,15.75,836,0,0.04,15.75,15.75,15.75,15.58,11.23,2.09,深圳,0,15.75,418,418
836720,吉冈精密,          5.65亿,1.08,--  ,11.18,13.75,123,-4.12,-5.17,0.12,金属制品,11.11,11.18,123,0,0.02,11.18,11.18,11.18,11.06,49.13,0.73,江苏,0,11.18,62,61
688382,益方生物-U,         32.67亿,1.08,--  ,12.12,68.27,563,9.98,13.06,0.13,其他生物制药,12.12,12.14,563,0,0.01,12.12,12.12,12.12,11.99,--  ,1.13,上海,0,12.12,282,281
301408,华人健康,          9.34亿,1.08,--  ,13.08,22.89,175,6.86,9.64,0.14,医药流通,13.05,13.08,175,0,0.01,13.08,13.08,13.08,12.94,44.58,1.33,安徽,0,13.08,88,87
833533,骏创科技,          5.27亿,1.08,--  ,15.02,5.71,38,3.16,3.65,0.16,车身附件及饰件,15,15.02,38,0,0.01,15.02,15.02,15.02,14.86,19.2,0.55,江苏,0,15.02,19,19
603388,元成股份,         15.70亿,1.06,--  ,6.7,246.43,3678,22.27,40.46,0.07,园林工程,6.68,6.7,3678,0,0.11,6.7,6.7,6.7,6.63,1567.98,2.13,浙江,0,6.7,1839,1839
001211,双枪科技,          5.70亿,1.05,--  ,17.27,14.33,83,14.07,20.26,0.18,其他家居,17.27,17.28,83,0,0.02,17.27,17.27,17.27,17.09,--  ,1.69,浙江,0,17.27,42,41
836419,万德股份,          3.16亿,1.05,--  ,8.64,0.17,2,4.23,6.01,0.09,其他化学制品,8.4,8.64,2,0,0,8.64,8.64,8.64,8.55,16.28,0.08,陕西,0,8.64,1,1
002336,人人乐,         11.32亿,1.05,--  ,10.56,91.61,868,13.18,37.86,0.11,超市及便利店,10.56,10.57,868,0,0.02,10.56,10.56,10.56,10.45,--  ,1.14,深圳,0,10.56,434,434
002951,ST金时,          4.15亿,1.05,--  ,5.79,17.2,297,10.92,4.71,0.06,纸包装,5.75,5.79,297,0,0.01,5.79,5.79,5.79,5.73,--  ,5.15,四川,0,5.79,149,148
603615,茶花股份,         17.74亿,1.04,--  ,20.38,52.17,256,19.25,44.34,0.21,其他家居,20.38,20.39,256,0,0.01,20.38,20.38,20.38,20.17,1140.67,1.34,福建,0,20.38,128,128
836717,瑞星股份,          2.30亿,1.04,--  ,6.8,1.03,15,2.25,-1.88,0.07,其他专用设备,6.8,6.82,15,0,0,6.8,6.8,6.8,6.73,40.26,0.35,河北,0,6.8,8,7
601515,东峰集团,         32.03亿,1.04,--  ,3.89,540.36,13891,5.42,13.74,0.04,纸包装,3.89,3.9,13891,0,0.08,3.89,3.89,3.89,3.85,22.66,18.29,广东,0,3.89,6946,6945
002565,顺灏股份,         21.98亿,1.04,--  ,2.92,95.25,3262,11.88,16.34,0.03,纸包装,2.91,2.92,3262,0,0.03,2.92,2.92,2.92,2.89,81.57,3.13,上海,0,2.92,1631,1631
002574,明牌珠宝,         14.18亿,1.04,--  ,5.85,210.54,3599,24.47,35.42,0.06,钟表珠宝,5.84,5.85,3599,0,0.07,5.85,5.85,5.85,5.79,21.01,3.37,浙江,0,5.85,1800,1799
832978,开特股份,         10.08亿,1.03,--  ,11.74,54.45,464,8.5,-1.34,0.12,汽车电子电气系统,11.58,11.74,464,0,0.05,11.74,11.74,11.74,11.62,19.73,4.76,湖北,0,11.74,232,232
002973,侨银股份,         12.00亿,1.03,--  ,10.83,47.98,443,21.54,30.17,0.11,固废治理,10.75,10.83,443,0,0.02,10.83,10.83,10.83,10.72,12.32,1.7,广东,0,10.83,222,221
600818,中路股份,         40.51亿,1.02,--  ,20.77,536.49,2583,31.37,118.18,0.21,其他交通设备,20.77,20.78,2583,0,0.11,20.77,20.77,20.77,20.56,530.4,1.47,上海,0,20.77,1292,1291
603701,德宏股份,         15.81亿,1.02,--  ,11.9,34.99,294,19.96,16.67,0.12,底盘与发动机系统,11.8,11.9,294,0,0.01,11.9,11.9,11.9,11.78,163.44,1.4,浙江,0,11.9,147,147
688573,信宇人,          4.56亿,1.01,--  ,21.93,0.66,3,12.29,31.48,0.22,锂电设备,21.73,21.93,3,0,0,21.93,21.93,21.93,21.71,--  ,0.05,深圳,0,21.93,2,1
300450,先导智能,        248.06亿,1.01,--  ,25.99,4573.25,17596,16.81,24.66,0.26,锂电设备,25.99,26,17596,0,0.12,25.99,25.99,25.99,25.73,13.14,10.93,江苏,0,25.99,8798,8798
688631,莱斯信息,         17.93亿,1.01,--  ,48,2026.24,4221,50,84.97,0.48,军工电子,48,48.33,4221,0,1.13,48,48,48,47.52,487.72,14.37,江苏,0,48,2111,2110
603577,汇金通,         10.34亿,1,--  ,8.07,7.02,87,6.75,27.29,0.08,线缆部件及其他,8.05,8.07,87,0,0,8.07,8.07,8.07,7.99,63.28,0.48,山东,0,8.07,44,43
603151,邦基科技,          9.55亿,1,--  ,12.12,55.02,454,18.59,21.68,0.12,畜禽饲料,12.12,12.15,454,0,0.06,12.12,12.12,12.12,12,22.5,4.38,山东,0,12.12,227,227
301007,德迈仕,         18.73亿,1,--  ,15.15,206.19,1361,17.44,40.54,0.15,底盘与发动机系统,15.14,15.15,1361,0,0.11,15.15,15.15,15.15,15,41.6,1.5,辽宁,0,15.15,681,680
300932,三友联众,          8.92亿,1,--  ,12.15,12.76,105,13.76,25.13,0.12,输变电设备,12.13,12.15,105,0,0.01,12.15,12.15,12.15,12.03,51.76,0.61,广东,0,12.15,53,52
300889,爱克股份,          8.89亿,1,--  ,12.17,32.13,264,14.17,27.7,0.12,LED,12.17,12.18,264,0,0.03,12.17,12.17,12.17,12.05,239.36,2.18,深圳,0,12.17,132,132
834475,三友科技,          2.76亿,1,--  ,10.15,182.36,1797,26.88,16.4,0.1,能源及重型设备,10.05,10.15,1797,0,0.39,10.15,10.15,10.15,10.05,22.81,11.86,浙江,0,10.15,899,898
688201,信安世纪,         13.43亿,0.99,--  ,14.25,127.18,892,7.39,17.68,0.14,基础软件,14.25,14.34,892,0,0.09,14.25,14.25,14.25,14.11,--  ,3.38,北京,0,14.25,446,446
688659,元琛科技,          7.17亿,0.99,--  ,8.15,26.02,319,17.43,19.33,0.08,大气治理,8.07,8.15,319,0,0.04,8.15,8.15,8.15,8.07,11642.86,2.05,安徽,0,8.15,160,159
688685,迈信林,         21.20亿,0.99,--  ,41.85,46.31,111,27.59,45.62,0.41,航空装备,41.85,41.98,111,0,0.02,41.85,41.85,41.85,41.44,253.27,0.72,江苏,0,41.85,56,55
002273,水晶光电,        165.99亿,0.99,--  ,14.3,3721.4,26024,20.88,34.65,0.14,光学元件,14.3,14.31,26024,0,0.19,14.3,14.3,14.3,14.16,34.06,9.61,浙江,0,14.3,13012,13012
688013,天臣医疗,          7.23亿,0.99,--  ,18.43,0.74,4,11.83,20.7,0.18,医疗耗材,18.25,18.43,4,0,0,18.43,18.43,18.43,18.25,33.88,0.16,江苏,0,18.43,2,2
873527,夜光明,          2.12亿,0.99,--  ,8.2,0.82,10,7.61,2,0.08,其他化学制品,8.2,8.25,10,0,0,8.2,8.2,8.2,8.12,35.65,0.67,浙江,0,8.2,5,5
000526,学大教育,         44.84亿,0.98,--  ,61.77,164.31,266,-3.98,7.66,0.6,教育培训,61.5,61.77,266,0,0.02,61.77,61.77,61.77,61.17,48.34,2.17,福建,0,61.77,133,133
002866,传艺科技,         22.55亿,0.98,--  ,16.56,56.97,344,8.24,23.4,0.16,消费电子组件,16.55,16.56,344,0,0.02,16.56,16.56,16.56,16.4,54.03,1.25,江苏,0,16.56,172,172
300164,通源石油,         21.75亿,0.97,--  ,4.15,355.95,8577,8.07,13.7,0.04,油气工程,4.14,4.15,8577,0,0.16,4.15,4.15,4.15,4.11,20.27,7.02,陕西,0,4.15,4289,4288
301256,华融化学,          8.86亿,0.97,--  ,7.28,90.2,1239,12,16.85,0.07,其他化学原料,7.21,7.28,1239,0,0.09,7.28,7.28,7.28,7.21,25.2,8.55,四川,0,7.28,620,619
603889,新澳股份,         28.46亿,0.97,--  ,7.3,23.94,328,3.25,-3.95,0.07,其他纺织,7.26,7.3,328,0,0,7.3,7.3,7.3,7.23,11.39,2.02,浙江,0,7.3,164,164
831175,派诺科技,          6.01亿,0.96,--  ,15.7,13.39,85,3.36,4.67,0.15,行业应用软件,15.55,15.7,85,0,0.02,15.7,15.7,15.7,15.55,44.48,1.2,广东,0,15.7,43,42
430047,诺思兰德,         22.96亿,0.96,--  ,17.8,23.67,133,18.91,17.72,0.17,基因药物,17.73,17.8,133,0,0.01,17.8,17.8,17.8,17.63,--  ,0.87,北京,0,17.8,67,66
