代码,名称,涨幅%,流通市值Z,10日涨幅%,20日涨幅%,细分行业,开盘%,现价,涨跌,封单额,总金额,买价,卖价,总量,现量,涨速%,换手%,今开,最高,最低,昨收,市盈(动),量比,地区,振幅%,均价,内盘
000796,*ST凯撒,1.15,         22.10亿,-3.3,-11.11,旅游服务,1.15,3.52,0.04,--  ,68.22,3.5,3.52,1938,1938,0,0.02,3.52,3.52,3.52,3.48,--  ,6.49,海南,0,3.52,969
688195,腾景科技,1.15,         20.19亿,-13.74,-26.03,光学元件,1.15,24.67,0.28,--  ,15.99,24.57,24.67,65,65,0,0.01,24.67,24.67,24.67,24.39,76.74,0.43,福建,0,24.67,33
834950,迅安科技,1.15,          2.12亿,-6.22,-23.76,其他电子,1.15,17.65,0.2,--  ,5.47,17.5,17.65,31,31,0,0.03,17.65,17.65,17.65,17.45,14.7,1.39,江苏,0,17.65,16
300889,爱克股份,1.14,          9.72亿,-14.91,-20.5,LED,1.14,13.3,0.15,--  ,51.07,13.3,13.4,384,384,0,0.04,13.3,13.3,13.3,13.15,261.59,3.32,深圳,0,13.3,192
600678,四川金顶,1.13,         17.34亿,-10.46,-20.07,水泥制造,1.13,6.25,0.07,--  ,36.31,6.25,6.26,581,581,0,0.02,6.25,6.25,6.25,6.18,--  ,0.53,四川,0,6.25,291
603198,迎驾贡酒,1.13,        105.38亿,-9.35,-17.99,白酒,1.13,51.98,0.58,--  ,105.52,51.77,51.98,203,203,0,0,51.98,51.98,51.98,51.4,18.85,0.83,安徽,0,51.98,102
301159,三维天地,1.13,         12.31亿,-8.95,-14.8,行业应用软件,1.13,37.64,0.42,--  ,32.75,37.53,37.64,87,87,0,0.03,37.64,37.64,37.64,37.22,--  ,1.51,北京,0,37.64,44
002774,快意电梯,1.13,          7.91亿,-12.64,-16.4,楼宇设备,1.13,7.19,0.08,--  ,13.16,7.12,7.19,183,183,0,0.01,7.19,7.19,7.19,7.11,18.93,0.74,广东,0,7.19,92
301279,金道科技,1.12,          5.69亿,-12.86,-19.79,机械基础件,1.12,19.78,0.22,--  ,2.37,19.71,19.78,12,12,0,0,19.78,19.78,19.78,19.56,37.88,0.37,浙江,0,19.78,6
300823,建科机械,1.12,          7.78亿,-12.24,-15.54,其他专用设备,1.12,17.99,0.2,--  ,24.65,17.97,17.99,137,137,0,0.03,17.99,17.99,17.99,17.79,31.34,1.45,天津,0,17.99,69
603602,纵横通信,1.12,         15.85亿,-13.82,-20.28,网络工程施工,1.12,11.72,0.13,--  ,7.97,11.65,11.72,68,68,0,0,11.72,11.72,11.72,11.59,71.35,0.3,浙江,0,11.72,34
000586,汇源通信,1.12,         11.43亿,-16.79,-23.12,光纤光缆,1.12,9.81,0.11,--  ,0,9.92,9.92,0,0,--  ,--  ,--  ,--  ,--  ,9.81,73.44,0.51,四川,0,9.81,0
301323,新莱福,1.12,          7.36亿,-11.08,-19.72,橡胶制品,1.12,29.8,0.33,--  ,4.47,29.78,29.8,15,15,0,0.01,29.8,29.8,29.8,29.47,22.38,0.33,广东,0,29.8,8
603637,镇海股份,1.12,         15.34亿,-6.86,-10.73,化学工程,1.12,8.15,0.09,--  ,5.46,8.15,8.19,67,67,0,0,8.15,8.15,8.15,8.06,26.09,0.35,浙江,0,8.15,34
002104,恒宝股份,1.11,         35.37亿,-8.09,-17.61,通信终端及配件,1.11,6.36,0.07,--  ,27.79,6.36,6.4,437,437,0,0.01,6.36,6.36,6.36,6.29,24.2,1.06,江苏,0,6.36,219
688137,近岸蛋白,1.11,          3.81亿,-14.69,-24.67,其他生物制药,1.11,40.95,0.45,--  ,4.05,40,40.95,10,10,0,0,40.95,40.95,40.95,40.5,135.75,0.82,江苏,0,40.95,5
300554,三超新材,1.11,         11.30亿,-13.62,-21.1,磨具磨料,1.11,20.12,0.22,--  ,20.92,20.11,20.12,104,104,0,0.01,20.12,20.12,20.12,19.9,69.5,0.75,江苏,0,20.12,52
300657,弘信电子,1.1,         50.68亿,-11.69,-20.8,PCB,1.1,14.66,0.16,--  ,400.07,14.66,14.68,2729,2729,0,0.06,14.66,14.66,14.66,14.5,--  ,6.2,福建,0,14.66,1365
001267,汇绿生态,1.1,         16.64亿,-11.02,-13.04,园林工程,1.1,4.6,0.05,--  ,9.94,4.55,4.6,216,216,0,0.01,4.6,4.6,4.6,4.55,108.28,0.58,湖北,0,4.6,108
839371,欧福蛋业,1.09,          2.46亿,-2.11,-26.4,其他食品,1.09,4.63,0.05,--  ,4.63,4.56,4.63,100,100,0,0.02,4.63,4.63,4.63,4.58,17.66,0.65,江苏,0,4.63,50
300920,润阳科技,1.09,          9.04亿,-10.46,-16.92,其他塑料制品,1.09,17.62,0.19,--  ,5.81,17.31,17.62,33,33,0,0,17.62,17.62,17.62,17.43,67.89,0.52,浙江,0,17.62,17
605128,上海沿浦,1.09,         17.44亿,-19.3,-26.87,车身附件及饰件,1.09,41.82,0.45,--  ,1.25,40.6,41.82,3,3,0,0,41.82,41.82,41.82,41.37,39.44,0.06,上海,0,41.82,2
002089,*ST新海,1.09,         10.22亿,-7,-7.92,云基础设施服务,1.09,0.93,0.01,--  ,213.13,0.93,0.94,22917,22917,0,0.19,0.93,0.93,0.93,0.92,539.7,17.27,江苏,0,0.93,11459
301136,招标股份,1.08,         11.61亿,-6.28,-11.41,工程咨询服务,1.08,11.18,0.12,--  ,3.58,11.11,11.18,32,32,0,0,11.18,11.18,11.18,11.06,100.08,0.21,福建,0,11.18,16
300376,易事特,1.08,         55.66亿,-6.99,-11.69,其他发电设备,1.08,5.59,0.06,--  ,47.91,5.58,5.59,857,857,0,0,5.59,5.59,5.59,5.53,18.7,1.86,广东,0,5.59,429
300092,科新机电,1.08,         16.46亿,-16.67,-24.01,能源及重型设备,1.08,10.25,0.11,--  ,4.92,10.25,10.26,48,48,0,0,10.25,10.25,10.25,10.14,15.46,0.35,四川,0,10.25,24
688420,美腾科技,1.08,          7.22亿,-4.07,-10.15,其他专用设备,1.08,23.3,0.25,--  ,0.7,23.06,23.3,3,3,0,0,23.3,23.3,23.3,23.05,46.48,0.15,天津,0,23.3,2
002689,远大智能,1.08,         19.07亿,-9.66,-16.52,楼宇设备,1.08,3.74,0.04,--  ,6.62,3.72,3.74,177,177,0,0,3.74,3.74,3.74,3.7,106.74,0.29,辽宁,0,3.74,89
603199,九华旅游,1.08,         19.49亿,-0.5,17.99,旅游景区,1.08,31.8,0.34,--  ,354.57,31.8,31.88,1115,1115,0,0.1,31.8,31.8,31.8,31.46,17.39,4.28,安徽,0,31.8,558
600080,金花股份,1.08,         15.27亿,-10.36,-15.77,中药,1.08,6.57,0.07,--  ,3.81,6.5,6.59,58,58,0,0,6.57,6.57,6.57,6.5,542.55,0.35,陕西,0,6.57,29
600693,东百集团,1.08,         12.07亿,-8.74,-8.29,百货,1.08,3.76,0.04,--  ,7.14,3.73,3.76,190,190,0,0,3.76,3.76,3.76,3.72,23.92,0.37,福建,0,3.76,95
000813,德展健康,1.08,         23.47亿,-6,-13.23,化学制剂,1.08,2.82,0.03,--  ,42.47,2.81,2.82,1506,1506,0,0.01,2.82,2.82,2.82,2.79,74.62,1.18,新疆,0,2.82,753
000948,南天信息,1.07,         32.60亿,-3.09,-12.84,行业应用软件,1.07,13.17,0.14,--  ,194.52,13.14,13.17,1477,1477,0,0.04,13.17,13.17,13.17,13.03,74.13,2.97,云南,0,13.17,739
000025,特 力Ａ,1.07,         27.81亿,3.26,4.67,汽车经销商,1.07,16.8,0.18,--  ,0,16.98,16.98,0,0,--  ,--  ,--  ,--  ,--  ,16.8,73.69,0.91,深圳,0,16.8,0
002156,通富微电,1.07,        185.68亿,-12.87,-17.05,半导体封测,1.07,18,0.19,--  ,287.82,17.99,18,1599,1599,0,0.01,18,18,18,17.81,--  ,0.88,江苏,0,18,800
688175,高凌信息,1.06,          7.39亿,-12.22,-20.75,其他通信设备,1.06,21.85,0.23,--  ,1.31,21.2,21.85,6,6,0,0,21.85,21.85,21.85,21.62,83.25,0.3,广东,0,21.85,3
300386,飞天诚信,1.06,         16.27亿,-11.75,-19.47,行业应用软件,1.06,8.56,0.09,--  ,4.45,8.5,8.56,52,52,0,0,8.56,8.56,8.56,8.47,--  ,0.35,北京,0,8.56,26
837242,建邦科技,1.06,          4.00亿,-9.1,-25.98,底盘与发动机系统,1.06,16.18,0.17,--  ,2.1,16.17,16.55,13,13,0,0,16.18,16.18,16.18,16.01,15.61,0.25,山东,0,16.18,7
300174,元力股份,1.06,         35.83亿,-10.08,-12.29,其他化学制品,1.06,14.28,0.15,--  ,8.71,14.26,14.28,61,61,0,0,14.28,14.28,14.28,14.13,22.28,0.51,福建,0,14.28,31
000622,恒立实业,1.06,         12.49亿,-9.91,-15.11,贸易,1.06,3.82,0.04,--  ,8.63,3.8,3.82,226,226,0,0.01,3.82,3.82,3.82,3.78,--  ,0.59,湖南,0,3.82,113
688232,新点软件,1.05,         24.69亿,-11.39,-24.69,行业应用软件,1.05,24.91,0.26,--  ,7.28,24.91,25.03,29,29,0,0,24.91,24.91,24.91,24.65,--  ,0.43,江苏,0,24.91,15
603386,骏亚科技,1.05,         15.35亿,-15.05,-14.1,PCB,1.05,11.51,0.12,--  ,21.87,11.48,11.51,190,190,0,0.01,11.51,11.51,11.51,11.39,34.07,0.67,广东,0,11.51,95
301017,漱玉平民,1.05,          9.33亿,-12.39,-18.85,线下药店,1.05,16.4,0.17,--  ,1.64,15.95,16.4,10,10,0,0,16.4,16.4,16.4,16.23,30.8,0.17,山东,0,16.4,5
688361,中科飞测-U,1.05,         37.70亿,-11.53,-17,半导体设备,1.05,57.9,0.6,--  ,3.03,57.53,57.9,5,5,0,0,57.9,57.9,57.9,57.3,175.63,0.07,深圳,0,57.9,3
603100,川仪股份,1.05,         41.32亿,-5.92,-14.8,工业控制设备,1.05,23.2,0.24,--  ,38.74,23.01,23.2,167,167,0,0,23.2,23.2,23.2,22.96,12.86,1.34,重庆,0,23.2,84
002017,东信和平,1.04,         28.17亿,-4.9,-16.29,通信终端及配件,1.04,8.74,0.09,--  ,16.61,8.73,8.76,190,190,0,0,8.74,8.74,8.74,8.65,36.63,0.61,广东,0,8.74,95
688080,映翰通,1.04,         15.81亿,-17.25,-19.79,其他通信设备,1.04,32.19,0.33,--  ,8.79,31.6,32.19,27,27,0,0,32.19,32.19,32.19,31.86,25.79,0.6,北京,0,32.19,14
301408,华人健康,1.03,          8.22亿,-8.06,-14.55,医药流通,1.03,13.69,0.14,--  ,32.31,13.52,13.69,236,236,0,0.04,13.69,13.69,13.69,13.55,46.66,1.47,安徽,0,13.69,118
002730,电光科技,1.03,         12.71亿,-14.21,-18.98,能源及重型设备,1.03,7.85,0.08,--  ,28.34,7.84,7.85,361,361,0,0.01,7.85,7.85,7.85,7.77,25.64,1.49,浙江,0,7.85,181
688478,晶升股份,1.03,         11.03亿,-15.64,-24.95,半导体设备,1.03,35.33,0.36,--  ,4.59,35.01,35.33,13,13,0,0,35.33,35.33,35.33,34.97,84.47,0.17,江苏,0,35.33,7
300124,汇川技术,1.03,       1018.22亿,3.23,-9.91,工业控制设备,1.03,55,0.56,--  ,221.1,54.6,55,402,402,0,0,55,55,55,54.44,33.26,0.79,深圳,0,55,201
002320,海峡股份,1.03,         35.48亿,2.97,-0.51,航运,1.03,5.9,0.06,--  ,560.62,5.9,5.91,9502,9502,0,0.04,5.9,5.9,5.9,5.84,26.71,6,海南,0,5.9,4751
002911,佛燃能源,1.02,         14.15亿,-0.67,1.29,燃气,1.02,11.83,0.12,--  ,1.3,11.76,11.83,11,11,0,0,11.83,11.83,11.83,11.71,19.97,0.08,广东,0,11.83,6
832278,鹿得医疗,1.02,          3.30亿,-14.28,-35.44,家用器械,1.02,5.94,0.06,--  ,0.24,5.93,5.94,4,4,0,0,5.94,5.94,5.94,5.88,29.84,0.04,江苏,0,5.94,2
688328,深科达,1.02,         16.48亿,-10.7,-28.28,其他专用设备,1.02,26.78,0.27,--  ,39.7,26.73,26.78,148,148,0,0.02,26.78,26.78,26.78,26.51,--  ,0.83,深圳,0,26.78,74
688071,华依科技,1.02,         15.93亿,-18.67,-31.5,其他专用设备,1.02,32.83,0.33,--  ,5.58,32.83,32.9,17,17,0,0,32.83,32.83,32.83,32.5,337.63,0.31,上海,0,32.83,9
600780,通宝能源,1.01,         33.74亿,-7.07,-16.23,火力发电,1.01,6.97,0.07,--  ,2.3,6.82,6.97,33,33,0,0,6.97,6.97,6.97,6.9,11.11,0.08,山西,0,6.97,17
000715,中兴商业,1.01,         13.55亿,-22.21,-6.81,百货,1.01,6.97,0.07,--  ,40.5,6.97,6.98,581,581,0,0.01,6.97,6.97,6.97,6.9,27.18,0.43,辽宁,0,6.97,291
002664,信质集团,1.01,         23.03亿,-11.59,-18.8,汽车电子电气系统,1.01,12.96,0.13,--  ,3.89,12.96,12.97,30,30,0,0,12.96,12.96,12.96,12.83,23.4,0.17,浙江,0,12.96,15
600487,亨通光电,1.01,        196.19亿,0.27,-6.07,光纤光缆,1.01,10.99,0.11,--  ,150.11,10.99,11,1366,1366,0,0.01,10.99,10.99,10.99,10.88,11.27,1.27,江苏,0,10.99,683
000887,中鼎股份,1.01,         78.12亿,-8.51,-17.35,其他汽车零部件,1.01,10,0.1,--  ,188.9,9.99,10,1889,1889,0,0.01,10,10,10,9.9,11.27,3.37,安徽,0,10,945
002940,昂利康,1.01,         18.46亿,-11.86,-20.87,化学制剂,1.01,17.02,0.17,--  ,3.06,16.6,17.13,18,18,0,0,17.02,17.02,17.02,16.85,23.45,0.33,浙江,0,17.02,9
300756,金马游乐,1.01,         12.44亿,-19.09,-19.79,旅游服务,1.01,13.05,0.13,--  ,4.83,13.05,13.2,37,37,0,0,13.05,13.05,13.05,12.92,16.17,0.27,广东,0,13.05,19
000931,中 关 村,0.99,         25.74亿,-8.47,-15.34,化学制剂,0.99,5.08,0.05,--  ,1.32,5,5.08,26,26,0,0,5.08,5.08,5.08,5.03,69.35,0.07,北京,0,5.08,13
300731,科创新源,0.99,         12.79亿,-10.54,-18.3,橡胶制品,0.99,16.3,0.16,--  ,79.71,16.26,16.3,489,489,0,0.04,16.3,16.3,16.3,16.14,141.36,4.17,深圳,0,16.3,245
601968,宝钢包装,0.99,         18.05亿,3.03,-2.11,金属包装,0.99,5.1,0.05,--  ,718.23,5.1,5.11,14083,14083,0,0.16,5.1,5.1,5.1,5.05,21.44,14.26,上海,0,5.1,7042
002769,普路通,0.99,         15.37亿,-8.21,-16.86,供应链服务,0.99,7.15,0.07,--  ,0.57,7,7.15,8,8,0,0,7.15,7.15,7.15,7.08,--  ,0.04,深圳,0,7.15,4
603396,金辰股份,0.99,         23.56亿,-23.49,-31.26,光伏加工设备,0.99,40.9,0.4,--  ,62.99,40.88,40.9,154,154,0,0.01,40.9,40.9,40.9,40.5,56.98,0.74,辽宁,0,40.9,77
300960,通业科技,0.98,          4.74亿,-11.77,-17.33,轨交设备,0.98,18.51,0.18,--  ,4.81,18.33,18.51,26,26,0,0.01,18.51,18.51,18.51,18.33,88.9,0.46,深圳,0,18.51,13
300602,飞荣达,0.98,         33.60亿,-13.88,-27.03,消费电子组件,0.98,12.34,0.12,--  ,15.67,12.32,12.35,127,127,0,0,12.34,12.34,12.34,12.22,108.94,0.34,深圳,0,12.34,64
301063,海锅股份,0.98,          9.56亿,-15.98,-22.91,风电零部件,0.98,17.5,0.17,--  ,23.1,17.21,17.5,132,132,0,0.02,17.5,17.5,17.5,17.33,22.91,1.96,江苏,0,17.5,66
002612,朗姿股份,0.98,         32.29亿,-12.57,-7.64,非运动服装,0.98,17.52,0.17,--  ,39.6,17.51,17.52,226,226,0,0.01,17.52,17.52,17.52,17.35,29.98,0.73,北京,0,17.52,113
603861,白云电器,0.98,         11.24亿,-14.67,-16.73,配电设备,0.98,8.26,0.08,--  ,25.61,8.18,8.26,310,310,0,0.01,8.26,8.26,8.26,8.18,44.11,1.51,广东,0,8.26,155
603883,老百姓,0.97,         84.07亿,-8.59,-10.17,线下药店,0.97,27.99,0.27,--  ,22.11,27.86,27.99,79,79,0,0,27.99,27.99,27.99,27.72,17.14,0.55,湖南,0,27.99,40
688092,爱科科技,0.97,          7.53亿,-2.6,-8.98,其他专用设备,0.97,28.07,0.27,--  ,17.12,27.61,28.07,61,61,0,0.02,28.07,28.07,28.07,27.8,23.91,0.91,浙江,0,28.07,31
300462,华铭智能,0.97,         11.25亿,-15.27,-21.04,其他电子,0.97,9.38,0.09,--  ,4.78,9.37,9.38,51,51,0,0,9.38,9.38,9.38,9.29,--  ,0.25,上海,0,9.38,26
833580,科创新材,0.97,          1.54亿,-6.01,-29.18,耐火材料,0.97,6.26,0.06,--  ,0.38,6.15,6.26,6,6,0,0,6.26,6.26,6.26,6.2,30.68,0.11,河南,0,6.26,3
000876,新 希 望,0.97,        171.42亿,-3.58,-10.22,畜禽饲料,0.97,8.35,0.08,--  ,78.24,8.3,8.35,937,937,0,0,8.35,8.35,8.35,8.27,--  ,1.35,四川,0,8.35,469
688548,广钢气体,0.96,         25.54亿,-7.07,-16.6,半导体材料,0.96,10.5,0.1,--  ,0.76,10.4,10.5,7,7,0,0,10.5,10.5,10.5,10.4,45.8,0.03,广东,0,10.5,4
688525,佰维存储,0.95,         85.30亿,-9.65,-24.16,集成电路设计,0.95,34,0.32,--  ,211.83,33.96,34,623,623,0,0.02,34,34,34,33.68,--  ,1.48,深圳,0,34,312
002599,盛通股份,0.95,         17.31亿,-20.84,-21.65,印刷,0.95,5.32,0.05,--  ,50.97,5.31,5.32,958,958,0,0.02,5.32,5.32,5.32,5.27,--  ,1.47,北京,0,5.32,479
300011,鼎汉技术,0.95,         23.48亿,-13.06,-20.52,轨交设备,0.95,6.39,0.06,--  ,20.06,6.31,6.39,314,314,0,0.01,6.39,6.39,6.39,6.33,463.6,0.89,北京,0,6.39,157
300701,森霸传感,0.94,         12.41亿,-15.68,-24.07,其他电子,0.94,8.55,0.08,--  ,18.38,8.5,8.55,215,215,0,0.01,8.55,8.55,8.55,8.47,48,1.52,河南,0,8.55,108
001231,农心科技,0.94,          4.55亿,-12.5,-15.78,农药,0.94,18.2,0.17,--  ,1.82,18.05,18.2,10,10,0,0,18.2,18.2,18.2,18.03,39.44,0.28,陕西,0,18.2,5
830879,基康仪器,0.94,          4.50亿,-10.52,-29.71,仪器仪表,0.94,8.59,0.08,--  ,0.86,8.51,8.66,10,10,0,0,8.59,8.59,8.59,8.51,18.64,0.23,北京,0,8.59,5
300499,高澜股份,0.94,         27.86亿,-15.59,-25.65,其他专用设备,0.94,10.78,0.1,--  ,22.21,10.78,10.79,206,206,0,0.01,10.78,10.78,10.78,10.68,--  ,0.58,广东,0,10.78,103
301022,海泰科,0.94,          7.14亿,-12.5,-18.97,其他专用设备,0.94,21.57,0.2,--  ,2.37,21.37,21.57,11,11,0,0,21.57,21.57,21.57,21.37,43.54,0.33,山东,0,21.57,6
002778,中晟高科,0.94,          9.84亿,-11.18,-17.99,水治理,0.94,12.95,0.12,--  ,5.7,12.8,12.95,44,44,0,0,12.95,12.95,12.95,12.83,--  ,0.31,江苏,0,12.95,22
002437,誉衡药业,0.93,         40.95亿,-7.29,-15.63,化学制剂,0.93,2.16,0.02,--  ,105,2.15,2.16,4861,4861,0,0.02,2.16,2.16,2.16,2.14,15.92,2.22,黑龙江,0,2.16,2431
002887,绿茵生态,0.93,          8.78亿,-10.71,-14.53,生态修复,0.93,7.59,0.07,--  ,8.58,7.55,7.59,113,113,0,0.01,7.59,7.59,7.59,7.52,23.12,0.52,天津,0,7.59,57
603291,联合水务,0.93,          5.51亿,-7.13,-15.72,水务,0.93,13.02,0.12,--  ,1.04,12.91,13.02,8,8,0,0,13.02,13.02,13.02,12.9,38.51,0.1,江苏,0,13.02,4
600212,绿能慧充,0.92,         28.63亿,-9.16,-7.48,输变电设备,0.92,6.55,0.06,--  ,484.57,6.53,6.55,7398,7398,0,0.14,6.55,6.55,6.55,6.49,137.33,12.81,山东,0,6.55,3699
600202,哈空调,0.92,         13.81亿,-9,-14.82,制冷空调设备,0.92,5.46,0.05,--  ,11.03,5.43,5.46,202,202,0,0.01,5.46,5.46,5.46,5.41,66.78,0.54,黑龙江,0,5.46,101
301236,软通动力,0.92,        180.24亿,-25.37,-29.05,行业应用软件,0.92,33.87,0.31,--  ,499.92,33.86,33.87,1476,1476,0,0.02,33.87,33.87,33.87,33.56,68.71,0.75,北京,0,33.87,738
002742,ST三圣,0.92,         10.25亿,-9.64,-4.09,水泥制品,0.92,3.28,0.03,--  ,8.46,3.28,3.29,258,258,0,0.01,3.28,3.28,3.28,3.25,--  ,1.51,重庆,0,3.28,129
003017,大洋生物,0.92,         11.94亿,-12.8,-19.3,无机盐,0.92,19.69,0.18,--  ,2.76,19.67,19.69,14,14,0,0,19.69,19.69,19.69,19.51,30.88,0.19,浙江,0,19.69,7
600421,华嵘控股,0.92,          7.97亿,-15.27,-19.98,其他专用设备,0.92,8.77,0.08,--  ,5.96,8.77,8.79,68,68,0,0,8.77,8.77,8.77,8.69,--  ,0.65,湖北,0,8.77,34
688323,瑞华泰,0.92,         13.97亿,-21.09,-32.63,塑料薄膜,0.92,14.29,0.13,--  ,4.05,14.02,14.29,28,28,0,0,14.29,14.29,14.29,14.16,--  ,0.39,深圳,0,14.29,14
002537,海联金汇,0.91,         41.91亿,-10.1,-17.36,车身附件及饰件,0.91,5.52,0.05,--  ,6.57,5.48,5.52,119,119,0,0,5.52,5.52,5.52,5.47,58.03,0.27,山东,0,5.52,60
001278,一彬科技,0.91,          6.15亿,-11.38,-21.09,车身附件及饰件,0.91,19.87,0.18,--  ,1.59,19.87,19.95,8,8,0,0,19.87,19.87,19.87,19.69,28.44,0.13,浙江,0,19.87,4
688292,浩瀚深度,0.91,         14.82亿,-8.86,-18.94,行业应用软件,0.91,20.98,0.19,--  ,18.04,20.98,20.99,86,86,0,0.01,20.98,20.98,20.98,20.79,48.03,0.6,北京,0,20.98,43
601865,福莱特,0.91,        121.88亿,-20.73,-19.27,光伏辅材,0.91,20.99,0.19,--  ,35.89,20.9,20.99,171,171,0,0,20.99,20.99,20.99,20.8,18.8,0.43,浙江,0,20.99,86
688409,富创精密,0.91,         47.74亿,-13.25,-26.24,半导体设备,0.91,51.95,0.47,--  ,17.52,51.9,51.95,34,34,0,0,51.95,51.95,51.95,51.48,61.7,0.53,辽宁,0,51.95,17
000811,冰轮环境,0.91,         52.79亿,-16.12,-20.29,制冷空调设备,0.91,11.08,0.1,--  ,25.71,10.99,11.08,232,232,0,0,11.08,11.08,11.08,10.98,11.23,0.47,山东,0,11.08,116
836433,大唐药业,0.91,          4.00亿,-18.54,-36.84,中药,0.91,4.44,0.04,--  ,0.36,4.44,4.56,8,8,0,0,4.44,4.44,4.44,4.4,82.45,0.04,内蒙,0,4.44,4
603527,众源新材,0.91,         10.79亿,-12.85,-18,铜,0.91,8.88,0.08,--  ,1.42,8.7,8.88,16,16,0,0,8.88,8.88,8.88,8.8,23.68,0.23,安徽,0,8.88,8
600156,华升股份,0.91,         10.68亿,-17.89,-11.18,其他纺织,0.91,4.45,0.04,--  ,378.92,4.45,4.46,8515,8515,0,0.21,4.45,4.45,4.45,4.41,--  ,2.68,湖南,0,4.45,4258
301083,百胜智能,0.91,          7.32亿,-22.2,-23.19,其他专用设备,0.91,13.35,0.12,--  ,3.87,13.32,13.57,29,29,0,0.01,13.35,13.35,13.35,13.23,54.9,0.14,江西,0,13.35,15
603768,常青股份,0.91,          8.51亿,-12.63,-18.48,车身附件及饰件,0.91,14.47,0.13,--  ,2.46,14.46,14.47,17,17,0,0,14.47,14.47,14.47,14.34,19.19,0.18,安徽,0,14.47,9
688244,永信至诚,0.9,          9.93亿,-16.53,-22.13,行业应用软件,0.9,40.15,0.36,--  ,6.1,39.43,40.15,15,15,0,0,40.15,40.15,40.15,39.79,--  ,0.92,北京,0,40.15,8
301209,联合化学,0.9,          4.94亿,-13.95,-20.38,涂料油墨,0.9,20.16,0.18,--  ,4.03,19.99,20.26,20,20,0,0.01,20.16,20.16,20.16,19.98,50.15,0.64,山东,0,20.16,10
002209,达 意 隆,0.9,         10.72亿,-13.14,-17.75,印刷包装机械,0.9,8.99,0.08,--  ,17.44,8.91,8.99,194,194,0,0.01,8.99,8.99,8.99,8.91,28.1,0.84,广东,0,8.99,97
600827,百联股份,0.89,         59.23亿,-0.77,-4.65,多业态零售,0.89,9.03,0.08,--  ,24.74,8.96,9.04,274,274,0,0,9.03,9.03,9.03,8.95,35.12,0.59,上海,0,9.03,137
603629,利通电子,0.89,         27.90亿,-13.99,-31.11,消费电子组件,0.89,21.46,0.19,--  ,18.67,21.46,21.51,87,87,0,0,21.46,21.46,21.46,21.27,136.02,0.35,江苏,0,21.46,44
300803,指南针,0.89,        107.82亿,-0.18,-23.35,行业应用软件,0.89,45.2,0.4,--  ,94.47,45.2,45.49,209,209,0,0.01,45.2,45.2,45.2,44.8,254.57,0.37,北京,0,45.2,105
600331,宏达股份,0.89,         59.94亿,-9.02,-9.74,磷肥及磷化工,0.89,4.54,0.04,--  ,3.09,4.51,4.54,68,68,0,0,4.54,4.54,4.54,4.5,--  ,0.07,四川,0,4.54,34
300781,因赛集团,0.89,         15.29亿,-16.55,-25.37,其他广告营销,0.89,31.88,0.28,--  ,46.54,31.86,31.88,146,146,0,0.02,31.88,31.88,31.88,31.6,80.12,0.48,广东,0,31.88,73
688255,凯尔达,0.88,         10.09亿,-14.58,-22.02,机器人,0.88,18.28,0.16,--  ,0.73,18.21,18.28,4,4,0,0,18.28,18.28,18.28,18.12,91.94,0.09,浙江,0,18.28,2
600229,城市传媒,0.88,         18.02亿,-3.51,-12.47,大众出版,0.88,6.88,0.06,--  ,20.64,6.86,6.88,300,300,0,0,6.88,6.88,6.88,6.82,13.54,0.9,山东,0,6.88,150
300140,节能环境,0.88,         18.23亿,-3.64,-8.27,环保设备,0.88,6.88,0.06,--  ,0.89,6.79,6.88,13,13,0,0,6.88,6.88,6.88,6.82,23.41,0.05,陕西,0,6.88,7
301037,保立佳,0.88,          4.54亿,-16.55,-20.98,涂料油墨,0.88,16.08,0.14,--  ,7.72,16.08,16.13,48,48,0,0.02,16.08,16.08,16.08,15.94,225.36,0.59,上海,0,16.08,24
603307,扬州金泉,0.88,          6.55亿,-10.67,-12.14,娱乐用品,0.88,39.09,0.34,--  ,3.52,38.77,39.09,9,9,0,0.01,39.09,39.09,39.09,38.75,9.79,0.62,江苏,0,39.09,5
603679,华体科技,0.88,         11.90亿,-20.47,-23.08,LED,0.88,11.5,0.1,--  ,27.14,11.5,11.51,236,236,0,0.01,11.5,11.5,11.5,11.4,24.28,0.41,四川,0,11.5,118
300844,山水比德,0.87,          4.89亿,-6.23,-11.55,工程咨询服务,0.87,30.1,0.26,--  ,7.83,30.06,30.12,26,26,0,0.02,30.1,30.1,30.1,29.84,--  ,0.4,广东,0,30.1,13
300191,潜能恒信,0.87,         21.83亿,-7.67,-17.42,油田服务,0.87,12.75,0.11,--  ,2.04,12.75,12.79,16,16,0,0,12.75,12.75,12.75,12.64,--  ,0.16,北京,0,12.75,8
688620,安凯微,0.87,          8.35亿,-11.27,-18.72,集成电路设计,0.87,9.29,0.08,--  ,1.11,9.25,9.29,12,12,0,0,9.29,9.29,9.29,9.21,198.71,0.1,广东,0,9.29,6
603728,鸣志电器,0.87,         58.88亿,-23.47,-32.99,电机制造,0.87,39.49,0.34,--  ,152.83,39.47,39.49,387,387,0,0.01,39.49,39.49,39.49,39.15,148.2,0.9,上海,0,39.49,194
688403,汇成股份,0.87,         40.44亿,-7.6,-19.55,半导体封测,0.87,8.15,0.07,--  ,16.79,8.1,8.15,206,206,0,0,8.15,8.15,8.15,8.08,35.92,0.61,安徽,0,8.15,103
